,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1059,Severina,['The Mission'],0.545,0.812,4,-13.397,0,0.041,0.0575,1.22e-05,0.305,0.537,135.262,audio_features,5Aik1uCJNmMZWbC2nCR39c,spotify:track:5Aik1uCJNmMZWbC2nCR39c,https://api.spotify.com/v1/tracks/5Aik1uCJNmMZWbC2nCR39c,https://api.spotify.com/v1/audio-analysis/5Aik1uCJNmMZWbC2nCR39c,261427,4
1060,Within the Deepest Darkness (Fearful),['The Mission'],0.526,0.755,2,-8.434,1,0.029,0.0071,0.832,0.133,0.409,96.0,audio_features,6D1FEJky88In5uIo1kfymH,spotify:track:6D1FEJky88In5uIo1kfymH,https://api.spotify.com/v1/tracks/6D1FEJky88In5uIo1kfymH,https://api.spotify.com/v1/audio-analysis/6D1FEJky88In5uIo1kfymH,347333,4
1061,Phantom Pain,['The Mission'],0.512,0.522,9,-10.029,1,0.0329,0.163,0.359,0.0764,0.206,95.055,audio_features,0RYQf7gRuMrOOIhSIZkjfI,spotify:track:0RYQf7gRuMrOOIhSIZkjfI,https://api.spotify.com/v1/tracks/0RYQf7gRuMrOOIhSIZkjfI,https://api.spotify.com/v1/audio-analysis/0RYQf7gRuMrOOIhSIZkjfI,445760,4
1062,Tower Of Strength - Radio Edit,['The Mission'],0.542,0.749,9,-8.041,1,0.0246,0.00132,0.000203,0.1,0.798,98.068,audio_features,36JqH5WS1oPsYAGUXiW45P,spotify:track:36JqH5WS1oPsYAGUXiW45P,https://api.spotify.com/v1/tracks/36JqH5WS1oPsYAGUXiW45P,https://api.spotify.com/v1/audio-analysis/36JqH5WS1oPsYAGUXiW45P,267600,4
1063,Deliverance,['The Mission'],0.362,0.687,2,-13.841,0,0.0451,0.00659,0.00153,0.132,0.18,132.948,audio_features,3OJGoFTCt8HxY2mNTMyL8b,spotify:track:3OJGoFTCt8HxY2mNTMyL8b,https://api.spotify.com/v1/tracks/3OJGoFTCt8HxY2mNTMyL8b,https://api.spotify.com/v1/audio-analysis/3OJGoFTCt8HxY2mNTMyL8b,363173,4
1064,Better When You're Gone,"['David Guetta', 'Brooks', 'Loote']",0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,0.409,127.992,audio_features,4Tvw0lweq9l2JPQKFbpbBQ,spotify:track:4Tvw0lweq9l2JPQKFbpbBQ,https://api.spotify.com/v1/tracks/4Tvw0lweq9l2JPQKFbpbBQ,https://api.spotify.com/v1/audio-analysis/4Tvw0lweq9l2JPQKFbpbBQ,192402,4
1065,Better When You're Gone - Nicky Romero Pop Edit,"['David Guetta', 'Brooks', 'Loote', 'Nicky Romero']",0.695,0.651,0,-7.279,0,0.0543,0.0685,0.0,0.105,0.289,133.933,audio_features,5qaPTVfyLoX9cqd0aLQwBB,spotify:track:5qaPTVfyLoX9cqd0aLQwBB,https://api.spotify.com/v1/tracks/5qaPTVfyLoX9cqd0aLQwBB,https://api.spotify.com/v1/audio-analysis/5qaPTVfyLoX9cqd0aLQwBB,183246,4
1066,Better When You're Gone - Extended Mix,"['David Guetta', 'Brooks', 'Loote']",0.697,0.809,1,-3.771,0,0.039,0.00823,0.000288,0.049,0.541,128.007,audio_features,7d3efJH6BOKUKUt7fVovn9,spotify:track:7d3efJH6BOKUKUt7fVovn9,https://api.spotify.com/v1/tracks/7d3efJH6BOKUKUt7fVovn9,https://api.spotify.com/v1/audio-analysis/7d3efJH6BOKUKUt7fVovn9,339395,4
1067,Better When You're Gone (Piano Arrangement),['Niko Kotoulas'],0.331,0.339,4,-16.199,1,0.0428,0.981,0.928,0.11,0.442,127.712,audio_features,63QPV7Hg5xlQDa6pRX3W17,spotify:track:63QPV7Hg5xlQDa6pRX3W17,https://api.spotify.com/v1/tracks/63QPV7Hg5xlQDa6pRX3W17,https://api.spotify.com/v1/audio-analysis/63QPV7Hg5xlQDa6pRX3W17,187500,4
1068,Better When You're Gone - Workout Remix 135 bpm,['SuperFitness'],0.764,0.938,1,-2.806,0,0.0488,0.00264,0.0261,0.265,0.688,134.979,audio_features,4URXTHGUKeNCPm9QR8KRmD,spotify:track:4URXTHGUKeNCPm9QR8KRmD,https://api.spotify.com/v1/tracks/4URXTHGUKeNCPm9QR8KRmD,https://api.spotify.com/v1/audio-analysis/4URXTHGUKeNCPm9QR8KRmD,227550,4
1069,When You Leave - Breathe Carolina Remix,"['Nikki Vianna', 'Matoma', 'Breathe Carolina']",0.679,0.909,1,-2.929,1,0.105,0.0334,0.0,0.269,0.819,119.885,audio_features,5y8Yvxc2Y1gIBSQCwlSh0p,spotify:track:5y8Yvxc2Y1gIBSQCwlSh0p,https://api.spotify.com/v1/tracks/5y8Yvxc2Y1gIBSQCwlSh0p,https://api.spotify.com/v1/audio-analysis/5y8Yvxc2Y1gIBSQCwlSh0p,155080,4
1070,Something Tells Me,['Meg Mac'],0.678,0.551,11,-5.87,1,0.0377,0.25,0.0,0.378,0.38,96.034,audio_features,2qa4X6J7mNVwHZbfqk1JfG,spotify:track:2qa4X6J7mNVwHZbfqk1JfG,https://api.spotify.com/v1/tracks/2qa4X6J7mNVwHZbfqk1JfG,https://api.spotify.com/v1/audio-analysis/2qa4X6J7mNVwHZbfqk1JfG,216523,4
1071,I'll Feel a Whole Lot Better,['The Byrds'],0.402,0.892,9,-7.373,1,0.0302,0.0509,0.0,0.345,0.951,134.927,audio_features,2hIGz0CXlqA2ukeuUl8DYP,spotify:track:2hIGz0CXlqA2ukeuUl8DYP,https://api.spotify.com/v1/tracks/2hIGz0CXlqA2ukeuUl8DYP,https://api.spotify.com/v1/audio-analysis/2hIGz0CXlqA2ukeuUl8DYP,151707,4
1072,Pieces,['Rascal Flatts'],0.427,0.846,2,-4.916,1,0.0614,0.0142,0.0,0.0991,0.335,171.546,audio_features,0YxAf41ci84nB8HALh0uh7,spotify:track:0YxAf41ci84nB8HALh0uh7,https://api.spotify.com/v1/tracks/0YxAf41ci84nB8HALh0uh7,https://api.spotify.com/v1/audio-analysis/0YxAf41ci84nB8HALh0uh7,247733,3
1073,When You Leave,"['Nikki Vianna', 'Matoma']",0.696,0.796,1,-5.084,1,0.06,0.236,0.0,0.0543,0.594,96.984,audio_features,4gK4g9BSjc0s8oF8nlUbJ9,spotify:track:4gK4g9BSjc0s8oF8nlUbJ9,https://api.spotify.com/v1/tracks/4gK4g9BSjc0s8oF8nlUbJ9,https://api.spotify.com/v1/audio-analysis/4gK4g9BSjc0s8oF8nlUbJ9,173196,4
1074,EP 7 Score - The Emerald Forest Pt 2,['Jeff Williams'],0.342,0.317,2,-15.118,0,0.0369,0.824,0.846,0.107,0.0502,129.838,audio_features,647isCF0GPBeVUjVEHRo1z,spotify:track:647isCF0GPBeVUjVEHRo1z,https://api.spotify.com/v1/tracks/647isCF0GPBeVUjVEHRo1z,https://api.spotify.com/v1/audio-analysis/647isCF0GPBeVUjVEHRo1z,181292,4
1075,"STYX HELIX (From ""Re:Zero - Starting Life in Another World"") - Ep. 7",['PianoPrinceOfAnime'],0.323,0.19,4,-13.141,1,0.0424,0.47,0.147,0.0604,0.0898,114.166,audio_features,2EgSrS34o7jh4Az6Us3goT,spotify:track:2EgSrS34o7jh4Az6Us3goT,https://api.spotify.com/v1/tracks/2EgSrS34o7jh4Az6Us3goT,https://api.spotify.com/v1/audio-analysis/2EgSrS34o7jh4Az6Us3goT,157024,3
1076,"I Won't Give Up (From The Original TV Show ""Begin Again Korea"") Ep.7-1 - Live",['Sohyang'],0.431,0.291,8,-7.316,1,0.0336,0.869,7.28e-05,0.0913,0.12,137.966,audio_features,6OhSO6c8jJexMBtAUY6VD5,spotify:track:6OhSO6c8jJexMBtAUY6VD5,https://api.spotify.com/v1/tracks/6OhSO6c8jJexMBtAUY6VD5,https://api.spotify.com/v1/audio-analysis/6OhSO6c8jJexMBtAUY6VD5,226891,3
1077,DE LA FUENTE / SÉ (Reprise) Ep.7: DMT,['La Máquina Camaleón'],0.607,0.766,2,-7.637,1,0.0646,0.01,0.00534,0.0986,0.504,175.991,audio_features,6xv3zQAc64iEN9bXqojhUP,spotify:track:6xv3zQAc64iEN9bXqojhUP,https://api.spotify.com/v1/tracks/6xv3zQAc64iEN9bXqojhUP,https://api.spotify.com/v1/audio-analysis/6xv3zQAc64iEN9bXqojhUP,230000,4
1078,Old Town Road - Remix,"['Lil Nas X', 'Billy Ray Cyrus']",0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,audio_features,2YpeDb67231RjR0MgVLzsG,spotify:track:2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/tracks/2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/audio-analysis/2YpeDb67231RjR0MgVLzsG,157067,4
1079,Rodeo,"['Lil Nas X', 'Cardi B']",0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,audio_features,4ak7xjvBeBOcJGWFDX9w5n,spotify:track:4ak7xjvBeBOcJGWFDX9w5n,https://api.spotify.com/v1/tracks/4ak7xjvBeBOcJGWFDX9w5n,https://api.spotify.com/v1/audio-analysis/4ak7xjvBeBOcJGWFDX9w5n,158707,4
1080,Old Town Road,['Lil Nas X'],0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,audio_features,0F7FA14euOIX8KcbEturGH,spotify:track:0F7FA14euOIX8KcbEturGH,https://api.spotify.com/v1/tracks/0F7FA14euOIX8KcbEturGH,https://api.spotify.com/v1/audio-analysis/0F7FA14euOIX8KcbEturGH,113000,4
1081,Panini,['Lil Nas X'],0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,audio_features,6fTt0CH2t0mdeB2N9XFG5r,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,https://api.spotify.com/v1/tracks/6fTt0CH2t0mdeB2N9XFG5r,https://api.spotify.com/v1/audio-analysis/6fTt0CH2t0mdeB2N9XFG5r,114893,4
1082,Texas Rain,['Seven Miles South'],0.578,0.619,4,-6.911,1,0.0311,0.0911,0.0,0.172,0.245,116.96,audio_features,04HenXWHfLUlsRsLPiBd0k,spotify:track:04HenXWHfLUlsRsLPiBd0k,https://api.spotify.com/v1/tracks/04HenXWHfLUlsRsLPiBd0k,https://api.spotify.com/v1/audio-analysis/04HenXWHfLUlsRsLPiBd0k,211974,4
1083,C7osure (You Like),['Lil Nas X'],0.847,0.742,8,-5.515,0,0.247,0.397,0.0,0.135,0.56,133.989,audio_features,4no0eHn4fEB7tN1yZSXMma,spotify:track:4no0eHn4fEB7tN1yZSXMma,https://api.spotify.com/v1/tracks/4no0eHn4fEB7tN1yZSXMma,https://api.spotify.com/v1/audio-analysis/4no0eHn4fEB7tN1yZSXMma,148653,4
1084,Lollipop,"['Lil Wayne', 'Static Major']",0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075,audio_features,4P7VFiaZb3xrXoqGwZXC3J,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,https://api.spotify.com/v1/tracks/4P7VFiaZb3xrXoqGwZXC3J,https://api.spotify.com/v1/audio-analysis/4P7VFiaZb3xrXoqGwZXC3J,299333,4
1085,Lola - Coca Cola Version,['The Kinks'],0.474,0.917,9,-4.19,1,0.0395,0.582,0.231,0.201,0.902,152.113,audio_features,0UAJH0k4k3slcE83a9UGCe,spotify:track:0UAJH0k4k3slcE83a9UGCe,https://api.spotify.com/v1/tracks/0UAJH0k4k3slcE83a9UGCe,https://api.spotify.com/v1/audio-analysis/0UAJH0k4k3slcE83a9UGCe,241040,4
1086,Lolo Felix,['Arsenal Efectivo'],0.657,0.667,9,-9.607,1,0.0545,0.216,0.000182,0.0739,0.929,119.607,audio_features,2JwztiYR35Y8Wvf8rwnQva,spotify:track:2JwztiYR35Y8Wvf8rwnQva,https://api.spotify.com/v1/tracks/2JwztiYR35Y8Wvf8rwnQva,https://api.spotify.com/v1/audio-analysis/2JwztiYR35Y8Wvf8rwnQva,215032,1
1087,Lollipop,['Framing Hanley'],0.348,0.893,0,-4.589,1,0.0662,0.000484,6.36e-05,0.281,0.392,148.043,audio_features,49dFv4gH1SeY90FySDOwCE,spotify:track:49dFv4gH1SeY90FySDOwCE,https://api.spotify.com/v1/tracks/49dFv4gH1SeY90FySDOwCE,https://api.spotify.com/v1/audio-analysis/49dFv4gH1SeY90FySDOwCE,187907,4
1088,Lola Montez,['Volbeat'],0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986,audio_features,1wnq9TwifJ9ipLUFsm8vKx,spotify:track:1wnq9TwifJ9ipLUFsm8vKx,https://api.spotify.com/v1/tracks/1wnq9TwifJ9ipLUFsm8vKx,https://api.spotify.com/v1/audio-analysis/1wnq9TwifJ9ipLUFsm8vKx,267680,4
1089,Lolly,"['Maejor', 'Juicy J', 'Justin Bieber']",0.663,0.889,1,-2.975,1,0.303,0.0376,0.0,0.784,0.837,152.186,audio_features,2xtIAFJIMkzHGHiCrJ9iwd,spotify:track:2xtIAFJIMkzHGHiCrJ9iwd,https://api.spotify.com/v1/tracks/2xtIAFJIMkzHGHiCrJ9iwd,https://api.spotify.com/v1/audio-analysis/2xtIAFJIMkzHGHiCrJ9iwd,225507,4
1090,Lola,"['Iggy Azalea', 'Alice Chater']",0.774,0.573,10,-9.098,1,0.14,0.0132,0.0,0.145,0.4,141.885,audio_features,6hkr5ZGVOt3Z2BNGE6yqpB,spotify:track:6hkr5ZGVOt3Z2BNGE6yqpB,https://api.spotify.com/v1/tracks/6hkr5ZGVOt3Z2BNGE6yqpB,https://api.spotify.com/v1/audio-analysis/6hkr5ZGVOt3Z2BNGE6yqpB,232123,4
1091,Lola Bunny,"['Lola Indigo', 'Don Patricio']",0.769,0.899,9,-1.843,0,0.0503,0.193,0.00919,0.23,0.873,94.987,audio_features,6Xc8hVtQAZYSpZFTeTfb6B,spotify:track:6Xc8hVtQAZYSpZFTeTfb6B,https://api.spotify.com/v1/tracks/6Xc8hVtQAZYSpZFTeTfb6B,https://api.spotify.com/v1/audio-analysis/6Xc8hVtQAZYSpZFTeTfb6B,187263,4
1092,"Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version","['Three 6 Mafia', 'Project Pat', 'Young-D', 'Superpower']",0.89,0.946,2,-5.673,1,0.0489,0.0188,0.000128,0.11,0.872,120.0,audio_features,4xWMTkwknjh8FzxNrkwLl6,spotify:track:4xWMTkwknjh8FzxNrkwLl6,https://api.spotify.com/v1/tracks/4xWMTkwknjh8FzxNrkwLl6,https://api.spotify.com/v1/audio-analysis/4xWMTkwknjh8FzxNrkwLl6,251373,4
1093,Lollipop,['The Chordettes'],0.65,0.593,7,-6.374,0,0.122,0.585,0.00244,0.441,0.825,143.179,audio_features,1hFB1obL3dCyIDigkojSTm,spotify:track:1hFB1obL3dCyIDigkojSTm,https://api.spotify.com/v1/tracks/1hFB1obL3dCyIDigkojSTm,https://api.spotify.com/v1/audio-analysis/1hFB1obL3dCyIDigkojSTm,130533,4
1094,25/8,['Bad Bunny'],0.761,0.732,4,-5.469,0,0.0549,0.092,0.0,0.0716,0.542,151.982,audio_features,4NqQaovM14WR2hNPMFxgjb,spotify:track:4NqQaovM14WR2hNPMFxgjb,https://api.spotify.com/v1/tracks/4NqQaovM14WR2hNPMFxgjb,https://api.spotify.com/v1/audio-analysis/4NqQaovM14WR2hNPMFxgjb,243276,4
1095,25 or 6 to 4 - 2002 Remaster,['Chicago'],0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,audio_features,7GqIDx2QVGOpd4r1fZaUUW,spotify:track:7GqIDx2QVGOpd4r1fZaUUW,https://api.spotify.com/v1/tracks/7GqIDx2QVGOpd4r1fZaUUW,https://api.spotify.com/v1/audio-analysis/7GqIDx2QVGOpd4r1fZaUUW,289800,4
1096,25 To Life,['Eminem'],0.701,0.931,8,-0.945,0,0.243,0.239,0.0,0.194,0.362,79.996,audio_features,0dyWQoMOU9oERL6c9vxtRp,spotify:track:0dyWQoMOU9oERL6c9vxtRp,https://api.spotify.com/v1/tracks/0dyWQoMOU9oERL6c9vxtRp,https://api.spotify.com/v1/audio-analysis/0dyWQoMOU9oERL6c9vxtRp,241587,4
1097,25 in Barcelona,['JP Saxe'],0.586,0.357,0,-12.249,1,0.0642,0.875,0.00113,0.11,0.549,81.643,audio_features,3T26BJ8XxWaxyxs8oGt8eR,spotify:track:3T26BJ8XxWaxyxs8oGt8eR,https://api.spotify.com/v1/tracks/3T26BJ8XxWaxyxs8oGt8eR,https://api.spotify.com/v1/audio-analysis/3T26BJ8XxWaxyxs8oGt8eR,193467,4
1098,25th,['Tori Kelly'],0.576,0.782,11,-4.423,1,0.085,0.0227,1.67e-05,0.0617,0.742,87.599,audio_features,7gM3AyEuhJs4RXT6i9yJGy,spotify:track:7gM3AyEuhJs4RXT6i9yJGy,https://api.spotify.com/v1/tracks/7gM3AyEuhJs4RXT6i9yJGy,https://api.spotify.com/v1/audio-analysis/7gM3AyEuhJs4RXT6i9yJGy,226838,4
1099,"25 Scottish Songs, Op. 108: 1. Music, Love and Wine","['Ludwig van Beethoven', 'Catrin Wyn Davies', 'John Mark Ainsley', 'Thomas Allen', 'Elizabeth Layton', 'Ursula Smith', 'Malcolm Martineau']",0.585,0.188,7,-19.371,1,0.0697,0.991,2.41e-05,0.171,0.747,120.964,audio_features,36qBldTWFN6rYb0zg4qBlx,spotify:track:36qBldTWFN6rYb0zg4qBlx,https://api.spotify.com/v1/tracks/36qBldTWFN6rYb0zg4qBlx,https://api.spotify.com/v1/audio-analysis/36qBldTWFN6rYb0zg4qBlx,116000,4
1100,"25 Scottish Songs, Op. 108: 17. O Mary, at Thy Window Be","['Ludwig van Beethoven', 'Christopher Maltman', 'Elizabeth Layton', 'Ursula Smith', 'Malcolm Martineau']",0.389,0.183,2,-19.627,1,0.0811,0.992,0.000262,0.106,0.524,144.659,audio_features,0EYPZjsLWPzE572nggg6af,spotify:track:0EYPZjsLWPzE572nggg6af,https://api.spotify.com/v1/tracks/0EYPZjsLWPzE572nggg6af,https://api.spotify.com/v1/audio-analysis/0EYPZjsLWPzE572nggg6af,149000,4
1101,"25 Scottish Songs, Op. 108: No. 20 Faithfu' Johnie","['Ludwig van Beethoven', 'Ruby Philogene', 'Thomas Allen', 'Elizabeth Layton', 'Ursula Smith', 'Malcolm Martineau']",0.35,0.095,3,-21.162,1,0.0393,0.991,0.358,0.161,0.312,69.944,audio_features,1iKctZUFIpRZOt36FjrBs6,spotify:track:1iKctZUFIpRZOt36FjrBs6,https://api.spotify.com/v1/tracks/1iKctZUFIpRZOt36FjrBs6,https://api.spotify.com/v1/audio-analysis/1iKctZUFIpRZOt36FjrBs6,73547,4
1102,25,['Dahxa'],0.429,0.348,11,-25.921,1,0.0422,4.77e-05,0.958,0.149,0.44,129.975,audio_features,5Zc27jre5G20BnnOdTJYnB,spotify:track:5Zc27jre5G20BnnOdTJYnB,https://api.spotify.com/v1/tracks/5Zc27jre5G20BnnOdTJYnB,https://api.spotify.com/v1/audio-analysis/5Zc27jre5G20BnnOdTJYnB,96575,4
1103,25,['Red Rocks Worship'],0.322,0.336,7,-9.665,1,0.0282,0.898,1.26e-06,0.119,0.199,92.549,audio_features,3Do95RPMT01nDcD3h4wskq,spotify:track:3Do95RPMT01nDcD3h4wskq,https://api.spotify.com/v1/tracks/3Do95RPMT01nDcD3h4wskq,https://api.spotify.com/v1/audio-analysis/3Do95RPMT01nDcD3h4wskq,350603,4
1104,Real,['Hello September'],0.7,0.45,9,-8.561,0,0.06,0.00236,0.05,0.122,0.53,138.078,audio_features,2CSivuJnQcmhOYGAuQG0Rn,spotify:track:2CSivuJnQcmhOYGAuQG0Rn,https://api.spotify.com/v1/tracks/2CSivuJnQcmhOYGAuQG0Rn,https://api.spotify.com/v1/audio-analysis/2CSivuJnQcmhOYGAuQG0Rn,143934,4
1105,Danger,['Hello September'],0.654,0.851,4,-3.879,0,0.039,0.0101,0.47,0.206,0.0488,149.959,audio_features,1xQMgdx0BLgsxktF22EVTG,spotify:track:1xQMgdx0BLgsxktF22EVTG,https://api.spotify.com/v1/tracks/1xQMgdx0BLgsxktF22EVTG,https://api.spotify.com/v1/audio-analysis/1xQMgdx0BLgsxktF22EVTG,182873,4
1106,Bring Down The House,['Hello September'],0.509,0.826,0,-8.395,0,0.0387,0.000553,0.884,0.144,0.361,123.994,audio_features,4U08qkNkzmReIMc06LOJJb,spotify:track:4U08qkNkzmReIMc06LOJJb,https://api.spotify.com/v1/tracks/4U08qkNkzmReIMc06LOJJb,https://api.spotify.com/v1/audio-analysis/4U08qkNkzmReIMc06LOJJb,218702,4
1107,Go,['Hello September'],0.631,0.823,7,-9.114,0,0.0457,0.0146,0.00659,0.319,0.234,143.961,audio_features,6A1PjxCsIK3YuWK5eAg9qq,spotify:track:6A1PjxCsIK3YuWK5eAg9qq,https://api.spotify.com/v1/tracks/6A1PjxCsIK3YuWK5eAg9qq,https://api.spotify.com/v1/audio-analysis/6A1PjxCsIK3YuWK5eAg9qq,151280,4
1108,Earth,['Hello September'],0.58,0.887,2,-4.774,1,0.0311,0.0178,0.882,0.106,0.313,128.005,audio_features,7gggN9jbRpBfDY3F3oEQmG,spotify:track:7gggN9jbRpBfDY3F3oEQmG,https://api.spotify.com/v1/tracks/7gggN9jbRpBfDY3F3oEQmG,https://api.spotify.com/v1/audio-analysis/7gggN9jbRpBfDY3F3oEQmG,93424,4
1109,Free Me,['Hello September'],0.56,0.829,11,-6.512,0,0.12,9.61e-05,0.104,0.498,0.22,128.064,audio_features,4Psm70CxT1quGXyDfbmTKt,spotify:track:4Psm70CxT1quGXyDfbmTKt,https://api.spotify.com/v1/tracks/4Psm70CxT1quGXyDfbmTKt,https://api.spotify.com/v1/audio-analysis/4Psm70CxT1quGXyDfbmTKt,105858,4
1110,Hello Zepp + Overture,['Charlie Clouser'],0.409,0.594,0,-10.239,1,0.0378,0.108,0.349,0.167,0.232,137.175,audio_features,0KszqO9pbNKXJcIPk4n65Z,spotify:track:0KszqO9pbNKXJcIPk4n65Z,https://api.spotify.com/v1/tracks/0KszqO9pbNKXJcIPk4n65Z,https://api.spotify.com/v1/audio-analysis/0KszqO9pbNKXJcIPk4n65Z,232173,4
1111,"Hello Zep (From ""Saw"")",['London Music Works'],0.575,0.405,0,-14.131,1,0.0352,0.136,0.606,0.309,0.109,136.017,audio_features,1kiLiT9gZWxBuu2TJtdsCi,spotify:track:1kiLiT9gZWxBuu2TJtdsCi,https://api.spotify.com/v1/tracks/1kiLiT9gZWxBuu2TJtdsCi,https://api.spotify.com/v1/audio-analysis/1kiLiT9gZWxBuu2TJtdsCi,181253,4
1112,Hello My Old Heart,['The Oh Hellos'],0.557,0.299,0,-10.634,1,0.0266,0.624,0.0308,0.0914,0.297,90.081,audio_features,2c62Xf5Po1YSa1N6LOjPHy,spotify:track:2c62Xf5Po1YSa1N6LOjPHy,https://api.spotify.com/v1/tracks/2c62Xf5Po1YSa1N6LOjPHy,https://api.spotify.com/v1/audio-analysis/2c62Xf5Po1YSa1N6LOjPHy,256007,4
1113,Cold Is The Night,['The Oh Hellos'],0.621,0.0795,1,-17.238,1,0.0324,0.364,0.0,0.197,0.403,79.986,audio_features,0TgaaBAEf84VqvdTshIdPw,spotify:track:0TgaaBAEf84VqvdTshIdPw,https://api.spotify.com/v1/tracks/0TgaaBAEf84VqvdTshIdPw,https://api.spotify.com/v1/audio-analysis/0TgaaBAEf84VqvdTshIdPw,195012,1
1114,With U (feat. Karen Harding),"['Tujamo', 'Karen Harding']",0.785,0.865,8,-4.064,1,0.0307,0.0793,0.00103,0.0469,0.673,122.017,audio_features,0RlRoQwro0aIKMJct9TKTW,spotify:track:0RlRoQwro0aIKMJct9TKTW,https://api.spotify.com/v1/tracks/0RlRoQwro0aIKMJct9TKTW,https://api.spotify.com/v1/audio-analysis/0RlRoQwro0aIKMJct9TKTW,184555,4
1115,WITH U (feat. Karen Harding) - David Puentez Remix,"['Tujamo', 'Karen Harding', 'David Puentez']",0.8,0.653,5,-4.029,0,0.0731,0.169,0.0,0.344,0.729,124.077,audio_features,3UBzGFV2X3AuNbbhUrsqJS,spotify:track:3UBzGFV2X3AuNbbhUrsqJS,https://api.spotify.com/v1/tracks/3UBzGFV2X3AuNbbhUrsqJS,https://api.spotify.com/v1/audio-analysis/3UBzGFV2X3AuNbbhUrsqJS,189556,4
1116,With U (feat. Karen Harding),"['Tujamo', 'Karen Harding']",0.785,0.865,8,-4.064,1,0.0307,0.0793,0.00103,0.0469,0.673,122.017,audio_features,5CIXxXaDMayOvzFi02kXBi,spotify:track:5CIXxXaDMayOvzFi02kXBi,https://api.spotify.com/v1/tracks/5CIXxXaDMayOvzFi02kXBi,https://api.spotify.com/v1/audio-analysis/5CIXxXaDMayOvzFi02kXBi,184555,4
1117,WITH U (feat. Karen Harding) - David Puentez Remix,"['Tujamo', 'Karen Harding', 'David Puentez']",0.8,0.653,5,-4.029,0,0.0731,0.169,0.0,0.344,0.729,124.077,audio_features,7FefgHJvfxF38C2Yikrwda,spotify:track:7FefgHJvfxF38C2Yikrwda,https://api.spotify.com/v1/tracks/7FefgHJvfxF38C2Yikrwda,https://api.spotify.com/v1/audio-analysis/7FefgHJvfxF38C2Yikrwda,189556,4
1118,With U (feat. Karen Harding),"['Tujamo', 'Karen Harding']",0.785,0.865,8,-4.064,1,0.0307,0.0793,0.00103,0.0469,0.673,122.017,audio_features,3j1bQrc6G2mOxBP36guV06,spotify:track:3j1bQrc6G2mOxBP36guV06,https://api.spotify.com/v1/tracks/3j1bQrc6G2mOxBP36guV06,https://api.spotify.com/v1/audio-analysis/3j1bQrc6G2mOxBP36guV06,184555,4
1119,"The Sleeping Beauty, Suite, Op.66a, TH 234: Introduction - The Lilac Fairy","['Pyotr Ilyich Tchaikovsky', 'Wiener Philharmoniker', 'James Levine']",0.188,0.181,4,-14.332,1,0.0377,0.894,0.91,0.123,0.171,70.222,audio_features,7cg08lyLy48v584r7Quaum,spotify:track:7cg08lyLy48v584r7Quaum,https://api.spotify.com/v1/tracks/7cg08lyLy48v584r7Quaum,https://api.spotify.com/v1/audio-analysis/7cg08lyLy48v584r7Quaum,274000,4
1120,"Variations On A Theme By Haydn, Op.56a: Theme: ""Chorale St. Antoni""","['Johannes Brahms', 'Wiener Philharmoniker', 'Carlo Maria Giulini']",0.107,0.0205,10,-28.121,1,0.0381,0.973,0.894,0.136,0.207,67.953,audio_features,1JTNeuCIsSuNjbfGgqCQPw,spotify:track:1JTNeuCIsSuNjbfGgqCQPw,https://api.spotify.com/v1/tracks/1JTNeuCIsSuNjbfGgqCQPw,https://api.spotify.com/v1/audio-analysis/1JTNeuCIsSuNjbfGgqCQPw,135467,3
1121,"The Hebrides, Op. 26 - ""Fingal's Cave"": Allegro moderato","['Felix Mendelssohn', 'Wiener Philharmoniker', 'Christian Thielemann']",0.237,0.128,2,-18.048,1,0.0407,0.753,0.909,0.14,0.0933,125.181,audio_features,7E3k6D1xUsZBfQuDRmZRCn,spotify:track:7E3k6D1xUsZBfQuDRmZRCn,https://api.spotify.com/v1/tracks/7E3k6D1xUsZBfQuDRmZRCn,https://api.spotify.com/v1/audio-analysis/7E3k6D1xUsZBfQuDRmZRCn,621120,4
