,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,She Wolf,['Shakira'],0.865,0.69,7,-7.448,1,0.0444,0.289,0.0138,0.225,0.868,121.983,audio_features,4cS2HQ6jK80vqdY9ofpztx,spotify:track:4cS2HQ6jK80vqdY9ofpztx,https://api.spotify.com/v1/tracks/4cS2HQ6jK80vqdY9ofpztx,https://api.spotify.com/v1/audio-analysis/4cS2HQ6jK80vqdY9ofpztx,188867,4
1,Loba,['Shakira'],0.853,0.706,7,-7.598,1,0.045,0.403,0.0467,0.0751,0.778,121.99,audio_features,1fPCGREltHJuV3axEPydLp,spotify:track:1fPCGREltHJuV3axEPydLp,https://api.spotify.com/v1/tracks/1fPCGREltHJuV3axEPydLp,https://api.spotify.com/v1/audio-analysis/1fPCGREltHJuV3axEPydLp,189200,4
2,Gypsy,['Shakira'],0.763,0.758,6,-5.106,1,0.0576,0.64,0.0,0.0706,0.515,92.727,audio_features,3FESsHW8mAuiIsYpK6aJ6u,spotify:track:3FESsHW8mAuiIsYpK6aJ6u,https://api.spotify.com/v1/tracks/3FESsHW8mAuiIsYpK6aJ6u,https://api.spotify.com/v1/audio-analysis/3FESsHW8mAuiIsYpK6aJ6u,198827,4
3,Did It Again,['Shakira'],0.845,0.73,5,-5.147,0,0.112,0.439,0.0,0.172,0.586,137.97,audio_features,3RaqIAipLoQLVVNm41IMnJ,spotify:track:3RaqIAipLoQLVVNm41IMnJ,https://api.spotify.com/v1/tracks/3RaqIAipLoQLVVNm41IMnJ,https://api.spotify.com/v1/audio-analysis/3RaqIAipLoQLVVNm41IMnJ,192707,4
4,She-Wolf - Remastered 2004 / Remixed,['Megadeth'],0.39,0.916,10,-4.748,1,0.0475,2.43e-05,0.000687,0.143,0.572,172.018,audio_features,5MhNgheI9IjDxQS5XQ3Ojo,spotify:track:5MhNgheI9IjDxQS5XQ3Ojo,https://api.spotify.com/v1/tracks/5MhNgheI9IjDxQS5XQ3Ojo,https://api.spotify.com/v1/audio-analysis/5MhNgheI9IjDxQS5XQ3Ojo,217800,4
5,Lo Hecho Está Hecho,['Shakira'],0.872,0.725,5,-5.108,0,0.0827,0.431,4.74e-06,0.182,0.687,137.937,audio_features,2ZLkmFeraZyt2ccuwnupny,spotify:track:2ZLkmFeraZyt2ccuwnupny,https://api.spotify.com/v1/tracks/2ZLkmFeraZyt2ccuwnupny,https://api.spotify.com/v1/audio-analysis/2ZLkmFeraZyt2ccuwnupny,192693,4
6,Give It up to Me (feat. Lil Wayne),"['Shakira', 'Lil Wayne']",0.841,0.729,5,-6.311,0,0.0705,0.443,0.0,0.122,0.688,115.984,audio_features,5lR4YDKdhJUkGUYMrMRx43,spotify:track:5lR4YDKdhJUkGUYMrMRx43,https://api.spotify.com/v1/tracks/5lR4YDKdhJUkGUYMrMRx43,https://api.spotify.com/v1/audio-analysis/5lR4YDKdhJUkGUYMrMRx43,183573,4
7,Did It Again (feat. Kid Cudi),"['Shakira', 'Kid Cudi']",0.869,0.709,5,-5.069,0,0.0896,0.509,0.0,0.0741,0.599,137.955,audio_features,6AoGe1Zp6WNpPTvNC6Ehca,spotify:track:6AoGe1Zp6WNpPTvNC6Ehca,https://api.spotify.com/v1/tracks/6AoGe1Zp6WNpPTvNC6Ehca,https://api.spotify.com/v1/audio-analysis/6AoGe1Zp6WNpPTvNC6Ehca,227333,4
8,Why Wait,['Shakira'],0.887,0.533,1,-5.536,0,0.0432,0.15,0.000584,0.122,0.399,129.94,audio_features,2f3tjFRhnE2rJfnLwWfxCe,spotify:track:2f3tjFRhnE2rJfnLwWfxCe,https://api.spotify.com/v1/tracks/2f3tjFRhnE2rJfnLwWfxCe,https://api.spotify.com/v1/audio-analysis/2f3tjFRhnE2rJfnLwWfxCe,221240,4
9,Spy (feat. Wyclef Jean),"['Shakira', 'Wyclef Jean']",0.858,0.765,8,-3.969,1,0.125,0.328,1.66e-05,0.0629,0.845,113.974,audio_features,5c8vdQdRggwDspd3MNgjZX,spotify:track:5c8vdQdRggwDspd3MNgjZX,https://api.spotify.com/v1/tracks/5c8vdQdRggwDspd3MNgjZX,https://api.spotify.com/v1/audio-analysis/5c8vdQdRggwDspd3MNgjZX,207133,4
10,Now That I've Found You,"['Martin Garrix', 'John Martin', 'Michel Zitron']",0.495,0.831,5,-5.812,0,0.0319,0.021,4.79e-05,0.495,0.414,128.064,audio_features,24tVqMiAtv8jmpNPhBEsDY,spotify:track:24tVqMiAtv8jmpNPhBEsDY,https://api.spotify.com/v1/tracks/24tVqMiAtv8jmpNPhBEsDY,https://api.spotify.com/v1/audio-analysis/24tVqMiAtv8jmpNPhBEsDY,192632,5
11,Now That I've Found You,['Liam Gallagher'],0.461,0.892,0,-3.38,1,0.0397,0.000162,6.73e-05,0.126,0.573,129.999,audio_features,4QSxcUAwEx5sFitOKZfQDN,spotify:track:4QSxcUAwEx5sFitOKZfQDN,https://api.spotify.com/v1/tracks/4QSxcUAwEx5sFitOKZfQDN,https://api.spotify.com/v1/audio-analysis/4QSxcUAwEx5sFitOKZfQDN,200911,4
12,Now That I've Found You,"['Paul McDonald', 'Nikki Reed']",0.456,0.494,1,-11.475,1,0.0475,0.0887,0.0,0.238,0.375,179.913,audio_features,3Yp0qAhRrYAQsr8h1TUd2v,spotify:track:3Yp0qAhRrYAQsr8h1TUd2v,https://api.spotify.com/v1/tracks/3Yp0qAhRrYAQsr8h1TUd2v,https://api.spotify.com/v1/audio-analysis/3Yp0qAhRrYAQsr8h1TUd2v,250698,4
13,Now That I've Found You (feat. Déja),"['S3RL', 'Déja']",0.481,0.983,6,-2.57,1,0.0817,0.00711,0.0312,0.118,0.578,175.077,audio_features,3Ncra0XuKwCQJ0t2ye3S6R,spotify:track:3Ncra0XuKwCQJ0t2ye3S6R,https://api.spotify.com/v1/tracks/3Ncra0XuKwCQJ0t2ye3S6R,https://api.spotify.com/v1/audio-analysis/3Ncra0XuKwCQJ0t2ye3S6R,194362,4
14,"Baby, Now That I've Found You",['Alison Krauss'],0.725,0.239,8,-14.325,1,0.031,0.908,0.00675,0.117,0.435,115.545,audio_features,1yrHbj1OW7ZKz9xbXWyWwJ,spotify:track:1yrHbj1OW7ZKz9xbXWyWwJ,https://api.spotify.com/v1/tracks/1yrHbj1OW7ZKz9xbXWyWwJ,https://api.spotify.com/v1/audio-analysis/1yrHbj1OW7ZKz9xbXWyWwJ,228933,4
15,Now That I've Found You,['Najee'],0.594,0.425,0,-10.317,0,0.029,0.458,0.14,0.0709,0.253,127.885,audio_features,7L6148YmLiVwU4IKfuikOl,spotify:track:7L6148YmLiVwU4IKfuikOl,https://api.spotify.com/v1/tracks/7L6148YmLiVwU4IKfuikOl,https://api.spotify.com/v1/audio-analysis/7L6148YmLiVwU4IKfuikOl,384907,4
16,Now That I've Found You - MTV Unplugged Live at Hull City Hall,['Liam Gallagher'],0.513,0.735,5,-5.366,1,0.0292,0.373,5.84e-05,0.74,0.475,128.145,audio_features,4UrUgpyjt6SCShhZXEHt8o,spotify:track:4UrUgpyjt6SCShhZXEHt8o,https://api.spotify.com/v1/tracks/4UrUgpyjt6SCShhZXEHt8o,https://api.spotify.com/v1/audio-analysis/4UrUgpyjt6SCShhZXEHt8o,209823,4
17,Now That I've Found You (Version 2),['Paul McDonald & Nikki Reed'],0.548,0.616,1,-8.207,1,0.0299,0.75,0.000965,0.269,0.754,86.42,audio_features,3YlodDGwtdtKXArOqsBmNA,spotify:track:3YlodDGwtdtKXArOqsBmNA,https://api.spotify.com/v1/tracks/3YlodDGwtdtKXArOqsBmNA,https://api.spotify.com/v1/audio-analysis/3YlodDGwtdtKXArOqsBmNA,224374,4
18,Now That I've Found You - Acoustic,['Liam Gallagher'],0.601,0.622,10,-3.995,1,0.0271,0.451,0.0,0.105,0.411,127.948,audio_features,1Ct9Ttvrb9QkWw0j4HBlGb,spotify:track:1Ct9Ttvrb9QkWw0j4HBlGb,https://api.spotify.com/v1/tracks/1Ct9Ttvrb9QkWw0j4HBlGb,https://api.spotify.com/v1/audio-analysis/1Ct9Ttvrb9QkWw0j4HBlGb,202608,4
19,Now That I've Found You,"['Incognito', 'Imaani']",0.524,0.865,2,-5.713,1,0.13,0.0704,0.0,0.0932,0.741,170.991,audio_features,1iarB7eYU5uS2ZqoIClIOd,spotify:track:1iarB7eYU5uS2ZqoIClIOd,https://api.spotify.com/v1/tracks/1iarB7eYU5uS2ZqoIClIOd,https://api.spotify.com/v1/audio-analysis/1iarB7eYU5uS2ZqoIClIOd,293467,4
20,Don't Need You To (Tell Me I'm Pretty),['Samantha Mumba'],0.64,0.61,5,-5.116,0,0.0382,0.021,1.52e-06,0.0812,0.306,173.373,audio_features,4UzVSUGjxluZZikgxOFQKy,spotify:track:4UzVSUGjxluZZikgxOFQKy,https://api.spotify.com/v1/tracks/4UzVSUGjxluZZikgxOFQKy,https://api.spotify.com/v1/audio-analysis/4UzVSUGjxluZZikgxOFQKy,213800,4
21,Tell Me I'm Pretty,"['Yes, Kel']",0.476,0.522,2,-10.155,1,0.287,0.0763,0.0,0.312,0.21,133.181,audio_features,4Dj7FDr27wlzQMZAFGHZhJ,spotify:track:4Dj7FDr27wlzQMZAFGHZhJ,https://api.spotify.com/v1/tracks/4Dj7FDr27wlzQMZAFGHZhJ,https://api.spotify.com/v1/audio-analysis/4Dj7FDr27wlzQMZAFGHZhJ,132733,4
22,"Tell Me I'm Pretty, Don't Say You Love Me EP",['Nory'],0.403,0.612,10,-6.01,0,0.293,0.0752,0.00264,0.19,0.34,139.564,audio_features,32dU05InYDE7CsejF9SIUo,spotify:track:32dU05InYDE7CsejF9SIUo,https://api.spotify.com/v1/tracks/32dU05InYDE7CsejF9SIUo,https://api.spotify.com/v1/audio-analysis/32dU05InYDE7CsejF9SIUo,422400,4
23,Tell Me I'm Pretty,['Stuffy Doll'],0.767,0.409,6,-10.898,1,0.0488,0.884,0.255,0.0895,0.541,124.015,audio_features,4Rxd28ZgYhx8Mj7ELQlhgF,spotify:track:4Rxd28ZgYhx8Mj7ELQlhgF,https://api.spotify.com/v1/tracks/4Rxd28ZgYhx8Mj7ELQlhgF,https://api.spotify.com/v1/audio-analysis/4Rxd28ZgYhx8Mj7ELQlhgF,220681,4
24,Cannibal,['Kesha'],0.71,0.68,1,-4.676,1,0.106,0.0078,0.0165,0.0493,0.571,129.971,audio_features,3JTMWdhcJPiegDSe7SvZS3,spotify:track:3JTMWdhcJPiegDSe7SvZS3,https://api.spotify.com/v1/tracks/3JTMWdhcJPiegDSe7SvZS3,https://api.spotify.com/v1/audio-analysis/3JTMWdhcJPiegDSe7SvZS3,194253,4
25,body,['Isaac Dunbar'],0.518,0.571,10,-7.144,1,0.119,0.388,0.0,0.17,0.461,170.06,audio_features,6Vei3kKN9pPMpBZ9kgF1w8,spotify:track:6Vei3kKN9pPMpBZ9kgF1w8,https://api.spotify.com/v1/tracks/6Vei3kKN9pPMpBZ9kgF1w8,https://api.spotify.com/v1/audio-analysis/6Vei3kKN9pPMpBZ9kgF1w8,231120,3
26,Trouble,['Cage The Elephant'],0.47,0.623,0,-5.655,1,0.0302,0.392,0.000453,0.0992,0.298,77.861,audio_features,5n0CTysih20NYdT2S0Wpe8,spotify:track:5n0CTysih20NYdT2S0Wpe8,https://api.spotify.com/v1/tracks/5n0CTysih20NYdT2S0Wpe8,https://api.spotify.com/v1/audio-analysis/5n0CTysih20NYdT2S0Wpe8,225973,4
27,The Romantic,['Lauryn Marie'],0.629,0.217,5,-15.953,1,0.0731,0.769,0.00485,0.0891,0.0631,120.254,audio_features,4ktH31ti3SZq9rUtrDoAFI,spotify:track:4ktH31ti3SZq9rUtrDoAFI,https://api.spotify.com/v1/tracks/4ktH31ti3SZq9rUtrDoAFI,https://api.spotify.com/v1/audio-analysis/4ktH31ti3SZq9rUtrDoAFI,215238,4
28,Can't Take My Eyes Off You,['Lady A'],0.247,0.271,9,-9.945,0,0.0289,0.46,0.0,0.188,0.127,82.988,audio_features,0tQfrNzsjBDR2LKO76fiog,spotify:track:0tQfrNzsjBDR2LKO76fiog,https://api.spotify.com/v1/tracks/0tQfrNzsjBDR2LKO76fiog,https://api.spotify.com/v1/audio-analysis/0tQfrNzsjBDR2LKO76fiog,285160,5
29,Shut Up,['New Years Day'],0.553,0.829,8,-4.429,1,0.105,0.000589,2.2e-05,0.117,0.424,142.901,audio_features,5hc1hrIYxTJQTVZkPUn9Po,spotify:track:5hc1hrIYxTJQTVZkPUn9Po,https://api.spotify.com/v1/tracks/5hc1hrIYxTJQTVZkPUn9Po,https://api.spotify.com/v1/audio-analysis/5hc1hrIYxTJQTVZkPUn9Po,211773,4
30,Dear Future Self (Hands Up),"['Fall Out Boy', 'Wyclef Jean']",0.535,0.925,7,-3.012,1,0.239,0.0032,0.000359,0.0316,0.949,169.901,audio_features,1tm4Bl2E5RwTevOiBs4gtH,spotify:track:1tm4Bl2E5RwTevOiBs4gtH,https://api.spotify.com/v1/tracks/1tm4Bl2E5RwTevOiBs4gtH,https://api.spotify.com/v1/audio-analysis/1tm4Bl2E5RwTevOiBs4gtH,170040,4
31,Bob Dylan,['Fall Out Boy'],0.494,0.915,9,-3.623,1,0.0484,0.000353,0.0491,0.352,0.522,100.08,audio_features,3liDoBAc3NGI8tmWUTOAed,spotify:track:3liDoBAc3NGI8tmWUTOAed,https://api.spotify.com/v1/tracks/3liDoBAc3NGI8tmWUTOAed,https://api.spotify.com/v1/audio-analysis/3liDoBAc3NGI8tmWUTOAed,193040,4
32,Bob Dylan,['Fall Out Boy'],0.492,0.911,9,-3.618,1,0.0425,0.000394,0.0558,0.349,0.57,100.083,audio_features,09bH2kOPOfgYRB9IxDh9iw,spotify:track:09bH2kOPOfgYRB9IxDh9iw,https://api.spotify.com/v1/tracks/09bH2kOPOfgYRB9IxDh9iw,https://api.spotify.com/v1/audio-analysis/09bH2kOPOfgYRB9IxDh9iw,193027,4
33,My Songs Know What You Did In The Dark (Light Em Up),['Fall Out Boy'],0.556,0.924,9,-4.331,0,0.0635,0.028,3.8e-06,0.37,0.56,151.995,audio_features,1rKRVRXykfmOga4BM9h53E,spotify:track:1rKRVRXykfmOga4BM9h53E,https://api.spotify.com/v1/tracks/1rKRVRXykfmOga4BM9h53E,https://api.spotify.com/v1/audio-analysis/1rKRVRXykfmOga4BM9h53E,187680,4
34,The Phoenix,['Fall Out Boy'],0.564,0.956,4,-3.498,0,0.074,0.000464,0.0,0.392,0.39,138.078,audio_features,4ozPOpuCucEvKQp9pVjUDx,spotify:track:4ozPOpuCucEvKQp9pVjUDx,https://api.spotify.com/v1/tracks/4ozPOpuCucEvKQp9pVjUDx,https://api.spotify.com/v1/audio-analysis/4ozPOpuCucEvKQp9pVjUDx,246240,4
35,Alone Together,['Fall Out Boy'],0.551,0.91,9,-3.792,1,0.0543,0.00131,2.27e-05,0.176,0.662,90.019,audio_features,1XqiB54KW2wHvPDSjVYWSB,spotify:track:1XqiB54KW2wHvPDSjVYWSB,https://api.spotify.com/v1/tracks/1XqiB54KW2wHvPDSjVYWSB,https://api.spotify.com/v1/audio-analysis/1XqiB54KW2wHvPDSjVYWSB,204640,4
36,The Last Of The Real Ones,['Fall Out Boy'],0.573,0.871,8,-5.264,1,0.0503,0.00552,0.0,0.117,0.583,115.085,audio_features,2GAPteUTKLdb2B8FM6U39l,spotify:track:2GAPteUTKLdb2B8FM6U39l,https://api.spotify.com/v1/tracks/2GAPteUTKLdb2B8FM6U39l,https://api.spotify.com/v1/audio-analysis/2GAPteUTKLdb2B8FM6U39l,232280,4
37,Immortals,['Fall Out Boy'],0.62,0.874,2,-3.604,1,0.0696,0.00123,1.23e-06,0.751,0.478,108.006,audio_features,3nOMB2LHRIZOVfgUr0A4cJ,spotify:track:3nOMB2LHRIZOVfgUr0A4cJ,https://api.spotify.com/v1/tracks/3nOMB2LHRIZOVfgUr0A4cJ,https://api.spotify.com/v1/audio-analysis/3nOMB2LHRIZOVfgUr0A4cJ,188493,4
38,Young Volcanoes,['Fall Out Boy'],0.597,0.856,11,-3.9,0,0.0415,0.00146,0.00027,0.364,0.673,95.058,audio_features,423RD3Z3e5fSlL6wNINvmS,spotify:track:423RD3Z3e5fSlL6wNINvmS,https://api.spotify.com/v1/tracks/423RD3Z3e5fSlL6wNINvmS,https://api.spotify.com/v1/audio-analysis/423RD3Z3e5fSlL6wNINvmS,205133,4
39,Uma Thurman,['Fall Out Boy'],0.627,0.941,4,-2.961,0,0.0535,0.123,8.64e-05,0.149,0.841,149.957,audio_features,0KpuroGrGdzkSVFXQK510i,spotify:track:0KpuroGrGdzkSVFXQK510i,https://api.spotify.com/v1/tracks/0KpuroGrGdzkSVFXQK510i,https://api.spotify.com/v1/audio-analysis/0KpuroGrGdzkSVFXQK510i,213613,4
40,In Rainbows,['Peter White'],0.676,0.736,1,-6.177,0,0.0315,0.356,0.864,0.045,0.692,81.029,audio_features,6MNOFbsG1ezLyqjyUs8MSE,spotify:track:6MNOFbsG1ezLyqjyUs8MSE,https://api.spotify.com/v1/tracks/6MNOFbsG1ezLyqjyUs8MSE,https://api.spotify.com/v1/audio-analysis/6MNOFbsG1ezLyqjyUs8MSE,259520,4
41,Lavender,"['In Rainbows', 'Young Ox']",0.61,0.597,1,-14.079,0,0.079,0.0453,0.059,0.0945,0.203,160.007,audio_features,5A5KeyfuPYzGZ04xeX1cN0,spotify:track:5A5KeyfuPYzGZ04xeX1cN0,https://api.spotify.com/v1/tracks/5A5KeyfuPYzGZ04xeX1cN0,https://api.spotify.com/v1/audio-analysis/5A5KeyfuPYzGZ04xeX1cN0,348773,4
42,I don't give a fuck,['In Rainbows'],0.911,0.297,1,-11.784,1,0.477,0.0957,0.000521,0.362,0.247,137.045,audio_features,7wIaAZiKHVrRJdh5nZEigL,spotify:track:7wIaAZiKHVrRJdh5nZEigL,https://api.spotify.com/v1/tracks/7wIaAZiKHVrRJdh5nZEigL,https://api.spotify.com/v1/audio-analysis/7wIaAZiKHVrRJdh5nZEigL,157298,4
43,You Still,['In Rainbows'],0.71,0.822,1,-9.472,1,0.0682,0.207,0.953,0.0841,0.319,75.026,audio_features,3ogtm8g6pD0MJPaCOfdXhO,spotify:track:3ogtm8g6pD0MJPaCOfdXhO,https://api.spotify.com/v1/tracks/3ogtm8g6pD0MJPaCOfdXhO,https://api.spotify.com/v1/audio-analysis/3ogtm8g6pD0MJPaCOfdXhO,106087,4
44,Nude,['Radiohead'],0.537,0.342,4,-9.785,1,0.0338,0.833,0.6,0.0856,0.156,128.331,audio_features,5k7VKj1Xwy5DjO4B0PdAOb,spotify:track:5k7VKj1Xwy5DjO4B0PdAOb,https://api.spotify.com/v1/tracks/5k7VKj1Xwy5DjO4B0PdAOb,https://api.spotify.com/v1/audio-analysis/5k7VKj1Xwy5DjO4B0PdAOb,255387,3
45,Weird Fishes/ Arpeggi,['Radiohead'],0.538,0.61,11,-8.027,0,0.0392,0.774,0.749,0.0909,0.199,152.999,audio_features,4Iyo50UoYhuuYORMLrGDci,spotify:track:4Iyo50UoYhuuYORMLrGDci,https://api.spotify.com/v1/tracks/4Iyo50UoYhuuYORMLrGDci,https://api.spotify.com/v1/audio-analysis/4Iyo50UoYhuuYORMLrGDci,318187,4
46,Jigsaw Falling Into Place,['Radiohead'],0.461,0.833,11,-6.082,0,0.0481,0.105,0.00419,0.0741,0.808,165.635,audio_features,15ea10YpJIl3mJq75yzqsD,spotify:track:15ea10YpJIl3mJq75yzqsD,https://api.spotify.com/v1/tracks/15ea10YpJIl3mJq75yzqsD,https://api.spotify.com/v1/audio-analysis/15ea10YpJIl3mJq75yzqsD,248893,4
47,House Of Cards,['Radiohead'],0.71,0.496,5,-9.638,1,0.0297,0.278,0.581,0.101,0.637,111.662,audio_features,3Jc6X15OZCCyhGSHBF4hwB,spotify:track:3Jc6X15OZCCyhGSHBF4hwB,https://api.spotify.com/v1/tracks/3Jc6X15OZCCyhGSHBF4hwB,https://api.spotify.com/v1/audio-analysis/3Jc6X15OZCCyhGSHBF4hwB,328293,4
48,15 Step,['Radiohead'],0.6,0.853,1,-7.584,1,0.0423,0.0489,0.346,0.0934,0.847,94.457,audio_features,6dsq7Nt5mIFzvm5kIYNORy,spotify:track:6dsq7Nt5mIFzvm5kIYNORy,https://api.spotify.com/v1/tracks/6dsq7Nt5mIFzvm5kIYNORy,https://api.spotify.com/v1/audio-analysis/6dsq7Nt5mIFzvm5kIYNORy,237293,4
49,All I Need,['Radiohead'],0.668,0.477,4,-8.709,0,0.0358,0.517,0.446,0.139,0.0966,88.005,audio_features,51ygW389BW4Dut3B69pSwc,spotify:track:51ygW389BW4Dut3B69pSwc,https://api.spotify.com/v1/tracks/51ygW389BW4Dut3B69pSwc,https://api.spotify.com/v1/audio-analysis/51ygW389BW4Dut3B69pSwc,228747,4
50,Feral Youth,['Gigamesh'],0.856,0.532,6,-8.349,1,0.107,0.13,0.653,0.0421,0.452,115.982,audio_features,1PmvYBtCUQZVpA9tV5ZV21,spotify:track:1PmvYBtCUQZVpA9tV5ZV21,https://api.spotify.com/v1/tracks/1PmvYBtCUQZVpA9tV5ZV21,https://api.spotify.com/v1/audio-analysis/1PmvYBtCUQZVpA9tV5ZV21,219310,4
51,Acid Youths (Legalize It!!) [feat. Simon Sayz and Feral Is Kinky],"['David Heartbreak', 'Feral Is Kinky', 'Simon Sayz']",0.776,0.908,10,-7.302,0,0.156,0.053,0.696,0.324,0.782,131.976,audio_features,1kJoP8FHLwjsRR5bCH6p8H,spotify:track:1kJoP8FHLwjsRR5bCH6p8H,https://api.spotify.com/v1/tracks/1kJoP8FHLwjsRR5bCH6p8H,https://api.spotify.com/v1/audio-analysis/1kJoP8FHLwjsRR5bCH6p8H,259827,4
52,Widows,['Wakes'],0.295,0.719,9,-7.838,1,0.0437,0.582,0.0859,0.0978,0.356,164.897,audio_features,6AKoVmtFgPhHtj0L92fQGx,spotify:track:6AKoVmtFgPhHtj0L92fQGx,https://api.spotify.com/v1/tracks/6AKoVmtFgPhHtj0L92fQGx,https://api.spotify.com/v1/audio-analysis/6AKoVmtFgPhHtj0L92fQGx,213250,4
53,Headlights,['Wakes'],0.427,0.758,0,-7.185,1,0.0553,0.76,0.000194,0.114,0.451,159.153,audio_features,2ZceybWTsF9wLykEsK87OJ,spotify:track:2ZceybWTsF9wLykEsK87OJ,https://api.spotify.com/v1/tracks/2ZceybWTsF9wLykEsK87OJ,https://api.spotify.com/v1/audio-analysis/2ZceybWTsF9wLykEsK87OJ,191518,4
54,80's Night,['Wakes'],0.6,0.518,11,-10.975,0,0.0377,0.956,0.302,0.0849,0.436,115.837,audio_features,0FKYIHcWgcNUM8IKY7QuS4,spotify:track:0FKYIHcWgcNUM8IKY7QuS4,https://api.spotify.com/v1/tracks/0FKYIHcWgcNUM8IKY7QuS4,https://api.spotify.com/v1/audio-analysis/0FKYIHcWgcNUM8IKY7QuS4,188175,4
55,Sidewalk Cracks,['Wakes'],0.596,0.611,0,-9.638,1,0.0523,0.706,0.125,0.648,0.17,145.538,audio_features,2k4z2Hd8gnoCbOZeKgW5SB,spotify:track:2k4z2Hd8gnoCbOZeKgW5SB,https://api.spotify.com/v1/tracks/2k4z2Hd8gnoCbOZeKgW5SB,https://api.spotify.com/v1/audio-analysis/2k4z2Hd8gnoCbOZeKgW5SB,212439,4
56,Pillowside,['Wakes'],0.442,0.718,0,-10.144,1,0.0519,0.0743,0.841,0.188,0.268,125.981,audio_features,5s1IJe38a7YlptiXs1pN9y,spotify:track:5s1IJe38a7YlptiXs1pN9y,https://api.spotify.com/v1/tracks/5s1IJe38a7YlptiXs1pN9y,https://api.spotify.com/v1/audio-analysis/5s1IJe38a7YlptiXs1pN9y,207563,4
57,Two Step Heels,['Wakes'],0.429,0.65,9,-8.732,1,0.0385,0.43,0.886,0.744,0.399,142.943,audio_features,0j99qkW7PrhDtjGl5OjaD8,spotify:track:0j99qkW7PrhDtjGl5OjaD8,https://api.spotify.com/v1/tracks/0j99qkW7PrhDtjGl5OjaD8,https://api.spotify.com/v1/audio-analysis/0j99qkW7PrhDtjGl5OjaD8,235570,4
58,Feral Youth,['Gimp Mask'],0.671,0.938,0,-6.886,1,0.0891,0.0552,0.00528,0.326,0.725,112.592,audio_features,6ECVmrida6wCMMzL8aetMc,spotify:track:6ECVmrida6wCMMzL8aetMc,https://api.spotify.com/v1/tracks/6ECVmrida6wCMMzL8aetMc,https://api.spotify.com/v1/audio-analysis/6ECVmrida6wCMMzL8aetMc,213000,4
59,Feral Youth,['Gimp Mask'],0.665,0.946,4,-5.937,0,0.0762,0.0365,0.00112,0.324,0.7,112.617,audio_features,5w5dGFusLPsePiHGC6Kbjl,spotify:track:5w5dGFusLPsePiHGC6Kbjl,https://api.spotify.com/v1/tracks/5w5dGFusLPsePiHGC6Kbjl,https://api.spotify.com/v1/audio-analysis/5w5dGFusLPsePiHGC6Kbjl,213000,4
60,Juju on That Beat (TZ Anthem),"['Zay Hilfigerrr', 'Zayion McCall']",0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,audio_features,1lItf5ZXJc1by9SbPeljFd,spotify:track:1lItf5ZXJc1by9SbPeljFd,https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd,https://api.spotify.com/v1/audio-analysis/1lItf5ZXJc1by9SbPeljFd,144244,4
61,Juju on That Beat (TZ Anthem) - Club Killers Remix,"['Zay Hilfigerrr', 'Zayion McCall', 'Club Killers']",0.632,0.887,1,-5.843,1,0.0934,0.00155,0.0325,0.312,0.86,159.991,audio_features,2atXe0IeiWn5gQyXOx7Z0n,spotify:track:2atXe0IeiWn5gQyXOx7Z0n,https://api.spotify.com/v1/tracks/2atXe0IeiWn5gQyXOx7Z0n,https://api.spotify.com/v1/audio-analysis/2atXe0IeiWn5gQyXOx7Z0n,186035,4
62,Juju on That Beat (TZ Anthem) - DJ Taj and DJ Flex Remix; Challenge Version,"['Zay Hilfigerrr', 'Zayion McCall', 'DJ Flex', 'DJ Taj']",0.808,0.919,1,-5.391,1,0.167,0.00476,1.11e-06,0.0625,0.64,154.009,audio_features,6VQ1iGUwAyFugBI73h1iqs,spotify:track:6VQ1iGUwAyFugBI73h1iqs,https://api.spotify.com/v1/tracks/6VQ1iGUwAyFugBI73h1iqs,https://api.spotify.com/v1/audio-analysis/6VQ1iGUwAyFugBI73h1iqs,102857,4
63,Juju on That Beat (TZ Anthem) - Mr. Collipark Moombah Mix,"['Zay Hilfigerrr', 'Zayion McCall', 'Mr. Collipark']",0.822,0.716,6,-2.967,0,0.188,0.0374,0.0,0.21,0.542,171.993,audio_features,0NnfvBZe9KAhUjQPrkyzx5,spotify:track:0NnfvBZe9KAhUjQPrkyzx5,https://api.spotify.com/v1/tracks/0NnfvBZe9KAhUjQPrkyzx5,https://api.spotify.com/v1/audio-analysis/0NnfvBZe9KAhUjQPrkyzx5,139535,4
64,Juju on That Beat (TZ Anthem) - Challenge Version,"['Zay Hilfigerrr', 'Zayion McCall']",0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,audio_features,5jnRjTYWp5dGX3NtWYg2Bv,spotify:track:5jnRjTYWp5dGX3NtWYg2Bv,https://api.spotify.com/v1/tracks/5jnRjTYWp5dGX3NtWYg2Bv,https://api.spotify.com/v1/audio-analysis/5jnRjTYWp5dGX3NtWYg2Bv,144244,4
