,SONG,ARTIST,AUDIO FEATURE
2009,['Oscar Peterson Trio'],Quiet Nights Of Quiet Stars (Corcovado),"[{'danceability': 0.615, 'energy': 0.336, 'key': 2, 'loudness': -18.634, 'mode': 0, 'speechiness': 0.0589, 'acousticness': 0.784, 'instrumentalness': 0.85, 'liveness': 0.113, 'valence': 0.45, 'tempo': 90.472, 'type': 'audio_features', 'id': '6MH0J3KUfEVWpz7XEpHOJW', 'uri': 'spotify:track:6MH0J3KUfEVWpz7XEpHOJW', 'track_href': 'https://api.spotify.com/v1/tracks/6MH0J3KUfEVWpz7XEpHOJW', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6MH0J3KUfEVWpz7XEpHOJW', 'duration_ms': 172400, 'time_signature': 4}]"
2010,['Oscar Peterson Trio'],Girl From Ipanema,"[{'danceability': 0.556, 'energy': 0.269, 'key': 1, 'loudness': -17.818, 'mode': 1, 'speechiness': 0.0485, 'acousticness': 0.857, 'instrumentalness': 0.921, 'liveness': 0.117, 'valence': 0.669, 'tempo': 91.391, 'type': 'audio_features', 'id': '04n2zZCoMIw7r0NNTN1hMg', 'uri': 'spotify:track:04n2zZCoMIw7r0NNTN1hMg', 'track_href': 'https://api.spotify.com/v1/tracks/04n2zZCoMIw7r0NNTN1hMg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/04n2zZCoMIw7r0NNTN1hMg', 'duration_ms': 235467, 'time_signature': 4}]"
2011,['Oscar Peterson Trio'],You Look Good To Me,"[{'danceability': 0.41, 'energy': 0.257, 'key': 0, 'loudness': -17.621, 'mode': 1, 'speechiness': 0.0363, 'acousticness': 0.736, 'instrumentalness': 0.281, 'liveness': 0.106, 'valence': 0.209, 'tempo': 91.516, 'type': 'audio_features', 'id': '4QtTLCabjjQaBMblPdKeAu', 'uri': 'spotify:track:4QtTLCabjjQaBMblPdKeAu', 'track_href': 'https://api.spotify.com/v1/tracks/4QtTLCabjjQaBMblPdKeAu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4QtTLCabjjQaBMblPdKeAu', 'duration_ms': 292067, 'time_signature': 4}]"
2012,['Oscar Peterson Trio'],Days Of Wine And Roses,"[{'danceability': 0.602, 'energy': 0.297, 'key': 7, 'loudness': -14.329, 'mode': 0, 'speechiness': 0.0356, 'acousticness': 0.599, 'instrumentalness': 0.0227, 'liveness': 0.141, 'valence': 0.659, 'tempo': 153.487, 'type': 'audio_features', 'id': '37x5B9xv1QVF4WAY6vtKV0', 'uri': 'spotify:track:37x5B9xv1QVF4WAY6vtKV0', 'track_href': 'https://api.spotify.com/v1/tracks/37x5B9xv1QVF4WAY6vtKV0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/37x5B9xv1QVF4WAY6vtKV0', 'duration_ms': 163160, 'time_signature': 4}]"
2013,['Oscar Peterson Trio'],Have You Met Miss Jones?,"[{'danceability': 0.698, 'energy': 0.0926, 'key': 2, 'loudness': -20.716, 'mode': 0, 'speechiness': 0.05, 'acousticness': 0.861, 'instrumentalness': 0.49, 'liveness': 0.0887, 'valence': 0.0961, 'tempo': 81.187, 'type': 'audio_features', 'id': '2Ob1A4itFyJWUa6fpwqAOs', 'uri': 'spotify:track:2Ob1A4itFyJWUa6fpwqAOs', 'track_href': 'https://api.spotify.com/v1/tracks/2Ob1A4itFyJWUa6fpwqAOs', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2Ob1A4itFyJWUa6fpwqAOs', 'duration_ms': 253840, 'time_signature': 4}]"
2014,['Oscar Peterson Trio'],My One And Only Love,"[{'danceability': 0.284, 'energy': 0.145, 'key': 8, 'loudness': -23.961, 'mode': 1, 'speechiness': 0.0352, 'acousticness': 0.974, 'instrumentalness': 0.871, 'liveness': 0.132, 'valence': 0.0646, 'tempo': 83.169, 'type': 'audio_features', 'id': '34RyZXVz5kuOcywbFIPosB', 'uri': 'spotify:track:34RyZXVz5kuOcywbFIPosB', 'track_href': 'https://api.spotify.com/v1/tracks/34RyZXVz5kuOcywbFIPosB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/34RyZXVz5kuOcywbFIPosB', 'duration_ms': 311400, 'time_signature': 4}]"
2015,['Oscar Peterson Trio'],D & E,"[{'danceability': 0.569, 'energy': 0.226, 'key': 3, 'loudness': -16.006, 'mode': 1, 'speechiness': 0.0588, 'acousticness': 0.606, 'instrumentalness': 0.0966, 'liveness': 0.118, 'valence': 0.444, 'tempo': 123.82, 'type': 'audio_features', 'id': '4vikYEwZ6rNrGqgB57gbwu', 'uri': 'spotify:track:4vikYEwZ6rNrGqgB57gbwu', 'track_href': 'https://api.spotify.com/v1/tracks/4vikYEwZ6rNrGqgB57gbwu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4vikYEwZ6rNrGqgB57gbwu', 'duration_ms': 313893, 'time_signature': 4}]"
2016,['Oscar Peterson Trio'],People,"[{'danceability': 0.621, 'energy': 0.203, 'key': 10, 'loudness': -16.882, 'mode': 1, 'speechiness': 0.0376, 'acousticness': 0.856, 'instrumentalness': 0.105, 'liveness': 0.109, 'valence': 0.391, 'tempo': 132.608, 'type': 'audio_features', 'id': '6C9c7oj6f0V26iQMspxYJ4', 'uri': 'spotify:track:6C9c7oj6f0V26iQMspxYJ4', 'track_href': 'https://api.spotify.com/v1/tracks/6C9c7oj6f0V26iQMspxYJ4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6C9c7oj6f0V26iQMspxYJ4', 'duration_ms': 213400, 'time_signature': 4}]"
2017,['Oscar Peterson Trio'],Time And Again,"[{'danceability': 0.377, 'energy': 0.0693, 'key': 2, 'loudness': -25.815, 'mode': 0, 'speechiness': 0.043, 'acousticness': 0.959, 'instrumentalness': 0.758, 'liveness': 0.13, 'valence': 0.0747, 'tempo': 76.144, 'type': 'audio_features', 'id': '3ewiw4NXq7VPVGMzgufYtE', 'uri': 'spotify:track:3ewiw4NXq7VPVGMzgufYtE', 'track_href': 'https://api.spotify.com/v1/tracks/3ewiw4NXq7VPVGMzgufYtE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3ewiw4NXq7VPVGMzgufYtE', 'duration_ms': 280307, 'time_signature': 4}]"
2018,['Oscar Peterson Trio'],Goodbye J.D.,"[{'danceability': 0.38, 'energy': 0.482, 'key': 8, 'loudness': -14.877, 'mode': 1, 'speechiness': 0.0416, 'acousticness': 0.501, 'instrumentalness': 0.0886, 'liveness': 0.0733, 'valence': 0.894, 'tempo': 153.8, 'type': 'audio_features', 'id': '4a06EKAte9IJNrZFVbEXtq', 'uri': 'spotify:track:4a06EKAte9IJNrZFVbEXtq', 'track_href': 'https://api.spotify.com/v1/tracks/4a06EKAte9IJNrZFVbEXtq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4a06EKAte9IJNrZFVbEXtq', 'duration_ms': 176800, 'time_signature': 4}]"
2019,['Armand Ridbergh'],Let's Rock,"[{'danceability': 0.883, 'energy': 0.347, 'key': 11, 'loudness': -20.454, 'mode': 0, 'speechiness': 0.114, 'acousticness': 0.237, 'instrumentalness': 0.0407, 'liveness': 0.0862, 'valence': 0.294, 'tempo': 102.007, 'type': 'audio_features', 'id': '10FMVEzYhmX46p9ycys870', 'uri': 'spotify:track:10FMVEzYhmX46p9ycys870', 'track_href': 'https://api.spotify.com/v1/tracks/10FMVEzYhmX46p9ycys870', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/10FMVEzYhmX46p9ycys870', 'duration_ms': 84062, 'time_signature': 4}]"
2020,['Sentry Major'],Let's Rock,"[{'danceability': 0.481, 'energy': 0.758, 'key': 3, 'loudness': -6.239, 'mode': 1, 'speechiness': 0.0364, 'acousticness': 0.361, 'instrumentalness': 0.938, 'liveness': 0.173, 'valence': 0.37, 'tempo': 88.13, 'type': 'audio_features', 'id': '1WZqz2K56BSR050zVjr1Zu', 'uri': 'spotify:track:1WZqz2K56BSR050zVjr1Zu', 'track_href': 'https://api.spotify.com/v1/tracks/1WZqz2K56BSR050zVjr1Zu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1WZqz2K56BSR050zVjr1Zu', 'duration_ms': 125362, 'time_signature': 3}]"
2021,['Spawn Crusher'],Lets Rock,"[{'danceability': 0.454, 'energy': 0.341, 'key': 8, 'loudness': -17.348, 'mode': 1, 'speechiness': 0.0314, 'acousticness': 0.000181, 'instrumentalness': 0.948, 'liveness': 0.124, 'valence': 0.449, 'tempo': 120.085, 'type': 'audio_features', 'id': '70HZG0Q3ijL2rvsKLbQNLl', 'uri': 'spotify:track:70HZG0Q3ijL2rvsKLbQNLl', 'track_href': 'https://api.spotify.com/v1/tracks/70HZG0Q3ijL2rvsKLbQNLl', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/70HZG0Q3ijL2rvsKLbQNLl', 'duration_ms': 82199, 'time_signature': 4}]"
2022,"['Yelawolf', 'Kid Rock']",Let's Roll,"[{'danceability': 0.642, 'energy': 0.768, 'key': 5, 'loudness': -6.028, 'mode': 0, 'speechiness': 0.0318, 'acousticness': 0.000457, 'instrumentalness': 0, 'liveness': 0.0828, 'valence': 0.204, 'tempo': 142.995, 'type': 'audio_features', 'id': '61Qah5aEk9024AEaXCgXtN', 'uri': 'spotify:track:61Qah5aEk9024AEaXCgXtN', 'track_href': 'https://api.spotify.com/v1/tracks/61Qah5aEk9024AEaXCgXtN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/61Qah5aEk9024AEaXCgXtN', 'duration_ms': 234533, 'time_signature': 4}]"
2023,['Mystery BrotherZ'],Let's Rock the Summer,"[{'danceability': 0.744, 'energy': 0.918, 'key': 8, 'loudness': -3.472, 'mode': 1, 'speechiness': 0.0562, 'acousticness': 0.0546, 'instrumentalness': 0.000381, 'liveness': 0.307, 'valence': 0.802, 'tempo': 127.987, 'type': 'audio_features', 'id': '7FM3yiwQ5ilhLBCKDzuHXS', 'uri': 'spotify:track:7FM3yiwQ5ilhLBCKDzuHXS', 'track_href': 'https://api.spotify.com/v1/tracks/7FM3yiwQ5ilhLBCKDzuHXS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7FM3yiwQ5ilhLBCKDzuHXS', 'duration_ms': 238125, 'time_signature': 4}]"
2024,"['Mystery BrotherZ', 'TheSoundKillaZ']",Let's Rock the Summer - Hard EDM Mix,"[{'danceability': 0.5, 'energy': 0.907, 'key': 10, 'loudness': -2.595, 'mode': 0, 'speechiness': 0.0776, 'acousticness': 0.000169, 'instrumentalness': 0.000252, 'liveness': 0.0975, 'valence': 0.318, 'tempo': 127.952, 'type': 'audio_features', 'id': '6ZiKHJQb3niiL3m42ymyTx', 'uri': 'spotify:track:6ZiKHJQb3niiL3m42ymyTx', 'track_href': 'https://api.spotify.com/v1/tracks/6ZiKHJQb3niiL3m42ymyTx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ZiKHJQb3niiL3m42ymyTx', 'duration_ms': 173547, 'time_signature': 4}]"
2025,"['Mystery BrotherZ', 'TheSoundKillaZ']",Let's Rock the Summer - Progressiv Electro mix,"[{'danceability': 0.745, 'energy': 0.86, 'key': 8, 'loudness': -4.358, 'mode': 1, 'speechiness': 0.0377, 'acousticness': 0.0314, 'instrumentalness': 0, 'liveness': 0.234, 'valence': 0.67, 'tempo': 128.015, 'type': 'audio_features', 'id': '4VmIlRx6MM9dbFSDKNtGPL', 'uri': 'spotify:track:4VmIlRx6MM9dbFSDKNtGPL', 'track_href': 'https://api.spotify.com/v1/tracks/4VmIlRx6MM9dbFSDKNtGPL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4VmIlRx6MM9dbFSDKNtGPL', 'duration_ms': 240000, 'time_signature': 4}]"
2026,['SSG Splurge'],Lets Rock,"[{'danceability': 0.66, 'energy': 0.535, 'key': 10, 'loudness': -10.599, 'mode': 0, 'speechiness': 0.393, 'acousticness': 0.217, 'instrumentalness': 1.51e-06, 'liveness': 0.149, 'valence': 0.509, 'tempo': 140.068, 'type': 'audio_features', 'id': '4CB3dvx5a13QhPXaFARWjS', 'uri': 'spotify:track:4CB3dvx5a13QhPXaFARWjS', 'track_href': 'https://api.spotify.com/v1/tracks/4CB3dvx5a13QhPXaFARWjS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4CB3dvx5a13QhPXaFARWjS', 'duration_ms': 123481, 'time_signature': 4}]"
2027,['Smash Mouth'],Let's Rock,"[{'danceability': 0.383, 'energy': 0.856, 'key': 6, 'loudness': -6.371, 'mode': 1, 'speechiness': 0.0965, 'acousticness': 0.00763, 'instrumentalness': 4.67e-05, 'liveness': 0.63, 'valence': 0.846, 'tempo': 153.11, 'type': 'audio_features', 'id': '6sJe1x16brckVxbYYnDSl3', 'uri': 'spotify:track:6sJe1x16brckVxbYYnDSl3', 'track_href': 'https://api.spotify.com/v1/tracks/6sJe1x16brckVxbYYnDSl3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6sJe1x16brckVxbYYnDSl3', 'duration_ms': 168853, 'time_signature': 3}]"
2028,['Chrisette Michele'],Let's Rock,"[{'danceability': 0.712, 'energy': 0.603, 'key': 7, 'loudness': -6.748, 'mode': 1, 'speechiness': 0.0435, 'acousticness': 0.0927, 'instrumentalness': 0, 'liveness': 0.0742, 'valence': 0.679, 'tempo': 91.992, 'type': 'audio_features', 'id': '0Wb5Z4q8sOkfRZNaQ95oeA', 'uri': 'spotify:track:0Wb5Z4q8sOkfRZNaQ95oeA', 'track_href': 'https://api.spotify.com/v1/tracks/0Wb5Z4q8sOkfRZNaQ95oeA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Wb5Z4q8sOkfRZNaQ95oeA', 'duration_ms': 283787, 'time_signature': 4}]"
2029,['Axwell /\\ Ingrosso'],More Than You Know,"[{'danceability': 0.646, 'energy': 0.741, 'key': 5, 'loudness': -4.973, 'mode': 0, 'speechiness': 0.034, 'acousticness': 0.0275, 'instrumentalness': 0, 'liveness': 0.312, 'valence': 0.571, 'tempo': 123.077, 'type': 'audio_features', 'id': '6h5PAsRni4IRlxWr6uDPTP', 'uri': 'spotify:track:6h5PAsRni4IRlxWr6uDPTP', 'track_href': 'https://api.spotify.com/v1/tracks/6h5PAsRni4IRlxWr6uDPTP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6h5PAsRni4IRlxWr6uDPTP', 'duration_ms': 203000, 'time_signature': 4}]"
2030,['Axwell /\\ Ingrosso'],More Than You Know - Acoustic,"[{'danceability': 0.473, 'energy': 0.524, 'key': 8, 'loudness': -4.637, 'mode': 1, 'speechiness': 0.0281, 'acousticness': 0.687, 'instrumentalness': 0, 'liveness': 0.088, 'valence': 0.349, 'tempo': 115.029, 'type': 'audio_features', 'id': '1oinuryVDJnYyWoYic9zDI', 'uri': 'spotify:track:1oinuryVDJnYyWoYic9zDI', 'track_href': 'https://api.spotify.com/v1/tracks/1oinuryVDJnYyWoYic9zDI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1oinuryVDJnYyWoYic9zDI', 'duration_ms': 183950, 'time_signature': 4}]"
2031,"['Anthony Russo', 'Pink Slip']",More Than You Know,"[{'danceability': 0.73, 'energy': 0.71, 'key': 6, 'loudness': -5.695, 'mode': 1, 'speechiness': 0.0763, 'acousticness': 0.0925, 'instrumentalness': 8.78e-05, 'liveness': 0.0893, 'valence': 0.509, 'tempo': 103.992, 'type': 'audio_features', 'id': '2e1kgPDNHMDugXZss3IDrT', 'uri': 'spotify:track:2e1kgPDNHMDugXZss3IDrT', 'track_href': 'https://api.spotify.com/v1/tracks/2e1kgPDNHMDugXZss3IDrT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2e1kgPDNHMDugXZss3IDrT', 'duration_ms': 218143, 'time_signature': 4}]"
2032,['Eddie Vedder'],More Than You Know,"[{'danceability': 0.597, 'energy': 0.314, 'key': 10, 'loudness': -11.285, 'mode': 1, 'speechiness': 0.0404, 'acousticness': 0.988, 'instrumentalness': 0.199, 'liveness': 0.118, 'valence': 0.34, 'tempo': 112.53, 'type': 'audio_features', 'id': '191XKdTNWoiYAmBqBT57Oc', 'uri': 'spotify:track:191XKdTNWoiYAmBqBT57Oc', 'track_href': 'https://api.spotify.com/v1/tracks/191XKdTNWoiYAmBqBT57Oc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/191XKdTNWoiYAmBqBT57Oc', 'duration_ms': 143800, 'time_signature': 3}]"
2033,['Alannah Aguilar'],More Than You Know,"[{'danceability': 0.688, 'energy': 0.0805, 'key': 2, 'loudness': -27.364, 'mode': 0, 'speechiness': 0.0468, 'acousticness': 0.779, 'instrumentalness': 0.91, 'liveness': 0.104, 'valence': 0.716, 'tempo': 160.052, 'type': 'audio_features', 'id': '6lyoUvAHk3Prhmd0l4hOaL', 'uri': 'spotify:track:6lyoUvAHk3Prhmd0l4hOaL', 'track_href': 'https://api.spotify.com/v1/tracks/6lyoUvAHk3Prhmd0l4hOaL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6lyoUvAHk3Prhmd0l4hOaL', 'duration_ms': 149333, 'time_signature': 3}]"
2034,['HOAX'],more than you know,"[{'danceability': 0.555, 'energy': 0.843, 'key': 9, 'loudness': -4.826, 'mode': 1, 'speechiness': 0.036, 'acousticness': 0.172, 'instrumentalness': 0, 'liveness': 0.391, 'valence': 0.537, 'tempo': 107.02, 'type': 'audio_features', 'id': '4aLjd8MOfLecbcJkvw4RsG', 'uri': 'spotify:track:4aLjd8MOfLecbcJkvw4RsG', 'track_href': 'https://api.spotify.com/v1/tracks/4aLjd8MOfLecbcJkvw4RsG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4aLjd8MOfLecbcJkvw4RsG', 'duration_ms': 183973, 'time_signature': 4}]"
2035,['Diana Krall'],More Than You Know,"[{'danceability': 0.522, 'energy': 0.0345, 'key': 3, 'loudness': -17.074, 'mode': 1, 'speechiness': 0.0405, 'acousticness': 0.985, 'instrumentalness': 4.73e-05, 'liveness': 0.101, 'valence': 0.0968, 'tempo': 129.295, 'type': 'audio_features', 'id': '3HxLvDyxje1VIFwTMCTTis', 'uri': 'spotify:track:3HxLvDyxje1VIFwTMCTTis', 'track_href': 'https://api.spotify.com/v1/tracks/3HxLvDyxje1VIFwTMCTTis', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3HxLvDyxje1VIFwTMCTTis', 'duration_ms': 237400, 'time_signature': 3}]"
2036,['Donut Steel'],More Than You Know,"[{'danceability': 0.61, 'energy': 0.192, 'key': 4, 'loudness': -21.435, 'mode': 1, 'speechiness': 0.0286, 'acousticness': 0.566, 'instrumentalness': 0.147, 'liveness': 0.1, 'valence': 0.389, 'tempo': 94.989, 'type': 'audio_features', 'id': '6S6gFmeDsaH2N0TTgKuEU3', 'uri': 'spotify:track:6S6gFmeDsaH2N0TTgKuEU3', 'track_href': 'https://api.spotify.com/v1/tracks/6S6gFmeDsaH2N0TTgKuEU3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6S6gFmeDsaH2N0TTgKuEU3', 'duration_ms': 172016, 'time_signature': 4}]"
2037,['RØZE'],More Than You Know,"[{'danceability': 0.835, 'energy': 0.786, 'key': 0, 'loudness': -5.817, 'mode': 0, 'speechiness': 0.0445, 'acousticness': 0.0209, 'instrumentalness': 0.000778, 'liveness': 0.197, 'valence': 0.623, 'tempo': 104.982, 'type': 'audio_features', 'id': '3fwmL6DvlTbTeni0txg9xo', 'uri': 'spotify:track:3fwmL6DvlTbTeni0txg9xo', 'track_href': 'https://api.spotify.com/v1/tracks/3fwmL6DvlTbTeni0txg9xo', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3fwmL6DvlTbTeni0txg9xo', 'duration_ms': 164571, 'time_signature': 4}]"
2038,['The Los Angeles Jazz Ensemble'],More Than You Know,"[{'danceability': 0.776, 'energy': 0.145, 'key': 5, 'loudness': -18.324, 'mode': 0, 'speechiness': 0.0529, 'acousticness': 0.763, 'instrumentalness': 0.67, 'liveness': 0.0938, 'valence': 0.697, 'tempo': 124.628, 'type': 'audio_features', 'id': '2mW9n27N9ZtDkBgH1IYHi9', 'uri': 'spotify:track:2mW9n27N9ZtDkBgH1IYHi9', 'track_href': 'https://api.spotify.com/v1/tracks/2mW9n27N9ZtDkBgH1IYHi9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2mW9n27N9ZtDkBgH1IYHi9', 'duration_ms': 259117, 'time_signature': 4}]"
2039,['Nayer'],Suave (Kiss Me) (feat. Mohombi & Pitbull),"[{'danceability': 0.732, 'energy': 0.945, 'key': 10, 'loudness': -4.056, 'mode': 0, 'speechiness': 0.137, 'acousticness': 0.0351, 'instrumentalness': 0, 'liveness': 0.28, 'valence': 0.636, 'tempo': 127.949, 'type': 'audio_features', 'id': '77ePeF9L2QKvKrSsWpJXBF', 'uri': 'spotify:track:77ePeF9L2QKvKrSsWpJXBF', 'track_href': 'https://api.spotify.com/v1/tracks/77ePeF9L2QKvKrSsWpJXBF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/77ePeF9L2QKvKrSsWpJXBF', 'duration_ms': 222058, 'time_signature': 4}]"
2040,"['The Garden', 'Mac DeMarco']",Thy Mission,"[{'danceability': 0.419, 'energy': 0.94, 'key': 10, 'loudness': -6.054, 'mode': 0, 'speechiness': 0.116, 'acousticness': 0.203, 'instrumentalness': 0.822, 'liveness': 0.303, 'valence': 0.355, 'tempo': 160.026, 'type': 'audio_features', 'id': '7LcmuGeSXQzQlteW3yGtWb', 'uri': 'spotify:track:7LcmuGeSXQzQlteW3yGtWb', 'track_href': 'https://api.spotify.com/v1/tracks/7LcmuGeSXQzQlteW3yGtWb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7LcmuGeSXQzQlteW3yGtWb', 'duration_ms': 221000, 'time_signature': 4}]"
2041,['The Mission'],Wasteland,"[{'danceability': 0.602, 'energy': 0.691, 'key': 2, 'loudness': -12.281, 'mode': 1, 'speechiness': 0.0387, 'acousticness': 0.0934, 'instrumentalness': 0.00119, 'liveness': 0.499, 'valence': 0.329, 'tempo': 134.142, 'type': 'audio_features', 'id': '4kiVRcINxpbNTbmEbePXQL', 'uri': 'spotify:track:4kiVRcINxpbNTbmEbePXQL', 'track_href': 'https://api.spotify.com/v1/tracks/4kiVRcINxpbNTbmEbePXQL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4kiVRcINxpbNTbmEbePXQL', 'duration_ms': 340667, 'time_signature': 4}]"
2042,['The Mission'],Tower Of Strength,"[{'danceability': 0.525, 'energy': 0.493, 'key': 9, 'loudness': -16.098, 'mode': 1, 'speechiness': 0.0249, 'acousticness': 0.00266, 'instrumentalness': 0.00665, 'liveness': 0.084, 'valence': 0.792, 'tempo': 98.064, 'type': 'audio_features', 'id': '448t63bYlXVmM04NzeWoxG', 'uri': 'spotify:track:448t63bYlXVmM04NzeWoxG', 'track_href': 'https://api.spotify.com/v1/tracks/448t63bYlXVmM04NzeWoxG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/448t63bYlXVmM04NzeWoxG', 'duration_ms': 486240, 'time_signature': 4}]"
2043,['The Mission'],Butterfly On A Wheel,"[{'danceability': 0.581, 'energy': 0.687, 'key': 11, 'loudness': -10.178, 'mode': 0, 'speechiness': 0.0264, 'acousticness': 0.00859, 'instrumentalness': 0.000137, 'liveness': 0.139, 'valence': 0.395, 'tempo': 110.237, 'type': 'audio_features', 'id': '5ySSeJUuMN72iZVB5ClR9q', 'uri': 'spotify:track:5ySSeJUuMN72iZVB5ClR9q', 'track_href': 'https://api.spotify.com/v1/tracks/5ySSeJUuMN72iZVB5ClR9q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5ySSeJUuMN72iZVB5ClR9q', 'duration_ms': 341933, 'time_signature': 4}]"
2044,['The Mission'],Butterfly On A Wheel,"[{'danceability': 0.583, 'energy': 0.616, 'key': 11, 'loudness': -13.533, 'mode': 0, 'speechiness': 0.0278, 'acousticness': 0.0142, 'instrumentalness': 0.000161, 'liveness': 0.107, 'valence': 0.436, 'tempo': 110.397, 'type': 'audio_features', 'id': '2d1vGDzaGWbCkupDsPniA7', 'uri': 'spotify:track:2d1vGDzaGWbCkupDsPniA7', 'track_href': 'https://api.spotify.com/v1/tracks/2d1vGDzaGWbCkupDsPniA7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2d1vGDzaGWbCkupDsPniA7', 'duration_ms': 340800, 'time_signature': 4}]"
2045,['The Mission'],Severina,"[{'danceability': 0.545, 'energy': 0.812, 'key': 4, 'loudness': -13.397, 'mode': 0, 'speechiness': 0.041, 'acousticness': 0.0575, 'instrumentalness': 1.22e-05, 'liveness': 0.305, 'valence': 0.537, 'tempo': 135.262, 'type': 'audio_features', 'id': '5Aik1uCJNmMZWbC2nCR39c', 'uri': 'spotify:track:5Aik1uCJNmMZWbC2nCR39c', 'track_href': 'https://api.spotify.com/v1/tracks/5Aik1uCJNmMZWbC2nCR39c', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5Aik1uCJNmMZWbC2nCR39c', 'duration_ms': 261427, 'time_signature': 4}]"
2046,['The Mission'],Within the Deepest Darkness (Fearful),"[{'danceability': 0.526, 'energy': 0.755, 'key': 2, 'loudness': -8.434, 'mode': 1, 'speechiness': 0.029, 'acousticness': 0.0071, 'instrumentalness': 0.832, 'liveness': 0.133, 'valence': 0.409, 'tempo': 96.0, 'type': 'audio_features', 'id': '6D1FEJky88In5uIo1kfymH', 'uri': 'spotify:track:6D1FEJky88In5uIo1kfymH', 'track_href': 'https://api.spotify.com/v1/tracks/6D1FEJky88In5uIo1kfymH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6D1FEJky88In5uIo1kfymH', 'duration_ms': 347333, 'time_signature': 4}]"
2047,['The Mission'],Phantom Pain,"[{'danceability': 0.512, 'energy': 0.522, 'key': 9, 'loudness': -10.029, 'mode': 1, 'speechiness': 0.0329, 'acousticness': 0.163, 'instrumentalness': 0.359, 'liveness': 0.0764, 'valence': 0.206, 'tempo': 95.055, 'type': 'audio_features', 'id': '0RYQf7gRuMrOOIhSIZkjfI', 'uri': 'spotify:track:0RYQf7gRuMrOOIhSIZkjfI', 'track_href': 'https://api.spotify.com/v1/tracks/0RYQf7gRuMrOOIhSIZkjfI', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0RYQf7gRuMrOOIhSIZkjfI', 'duration_ms': 445760, 'time_signature': 4}]"
2048,['The Mission'],Tower Of Strength - Radio Edit,"[{'danceability': 0.542, 'energy': 0.749, 'key': 9, 'loudness': -8.041, 'mode': 1, 'speechiness': 0.0246, 'acousticness': 0.00132, 'instrumentalness': 0.000203, 'liveness': 0.1, 'valence': 0.798, 'tempo': 98.068, 'type': 'audio_features', 'id': '36JqH5WS1oPsYAGUXiW45P', 'uri': 'spotify:track:36JqH5WS1oPsYAGUXiW45P', 'track_href': 'https://api.spotify.com/v1/tracks/36JqH5WS1oPsYAGUXiW45P', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/36JqH5WS1oPsYAGUXiW45P', 'duration_ms': 267600, 'time_signature': 4}]"
