,SONG,ARTIST,AUDIO FEATURE
826,['MASN'],Hate Me!,"[{'danceability': 0.683, 'energy': 0.628, 'key': 6, 'loudness': -6.512, 'mode': 1, 'speechiness': 0.123, 'acousticness': 0.659, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.356, 'tempo': 142.06, 'type': 'audio_features', 'id': '6jmf4OxSGzdgthZruXtcqu', 'uri': 'spotify:track:6jmf4OxSGzdgthZruXtcqu', 'track_href': 'https://api.spotify.com/v1/tracks/6jmf4OxSGzdgthZruXtcqu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6jmf4OxSGzdgthZruXtcqu', 'duration_ms': 154757, 'time_signature': 4}]"
827,"['MASN', 'Trippie Redd']",Psycho! (Remix) (feat. Trippie Redd),"[{'danceability': 0.907, 'energy': 0.409, 'key': 7, 'loudness': -7.383, 'mode': 1, 'speechiness': 0.065, 'acousticness': 0.384, 'instrumentalness': 0, 'liveness': 0.161, 'valence': 0.565, 'tempo': 115.023, 'type': 'audio_features', 'id': '3H2XRBhgSShmlFL7xYTIkC', 'uri': 'spotify:track:3H2XRBhgSShmlFL7xYTIkC', 'track_href': 'https://api.spotify.com/v1/tracks/3H2XRBhgSShmlFL7xYTIkC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3H2XRBhgSShmlFL7xYTIkC', 'duration_ms': 159657, 'time_signature': 4}]"
828,"['MASN', 'Mishaal']",Hold Me (feat. Mishaal),"[{'danceability': 0.791, 'energy': 0.372, 'key': 5, 'loudness': -8.365, 'mode': 0, 'speechiness': 0.0752, 'acousticness': 0.467, 'instrumentalness': 0, 'liveness': 0.337, 'valence': 0.519, 'tempo': 126.071, 'type': 'audio_features', 'id': '6qsVVFBn0CuPrEgx9u4QzK', 'uri': 'spotify:track:6qsVVFBn0CuPrEgx9u4QzK', 'track_href': 'https://api.spotify.com/v1/tracks/6qsVVFBn0CuPrEgx9u4QzK', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6qsVVFBn0CuPrEgx9u4QzK', 'duration_ms': 220122, 'time_signature': 4}]"
829,['MASN'],Val!um,"[{'danceability': 0.705, 'energy': 0.472, 'key': 2, 'loudness': -8.149, 'mode': 0, 'speechiness': 0.0413, 'acousticness': 0.612, 'instrumentalness': 0, 'liveness': 0.111, 'valence': 0.246, 'tempo': 97.977, 'type': 'audio_features', 'id': '1XlosMc3GohfbyiCnUZOCR', 'uri': 'spotify:track:1XlosMc3GohfbyiCnUZOCR', 'track_href': 'https://api.spotify.com/v1/tracks/1XlosMc3GohfbyiCnUZOCR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1XlosMc3GohfbyiCnUZOCR', 'duration_ms': 190129, 'time_signature': 4}]"
830,['MASN'],Fire,"[{'danceability': 0.541, 'energy': 0.437, 'key': 4, 'loudness': -8.327, 'mode': 1, 'speechiness': 0.0348, 'acousticness': 0.387, 'instrumentalness': 0, 'liveness': 0.0832, 'valence': 0.21, 'tempo': 83.57, 'type': 'audio_features', 'id': '1mgs9v6dcaWkFYIPTQQjVq', 'uri': 'spotify:track:1mgs9v6dcaWkFYIPTQQjVq', 'track_href': 'https://api.spotify.com/v1/tracks/1mgs9v6dcaWkFYIPTQQjVq', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1mgs9v6dcaWkFYIPTQQjVq', 'duration_ms': 148141, 'time_signature': 4}]"
831,['MASN'],Sleep Party,"[{'danceability': 0.705, 'energy': 0.432, 'key': 11, 'loudness': -8.533, 'mode': 1, 'speechiness': 0.0945, 'acousticness': 0.779, 'instrumentalness': 0.000669, 'liveness': 0.184, 'valence': 0.277, 'tempo': 136.044, 'type': 'audio_features', 'id': '3TDxa77M0hOuBBo60KDGGg', 'uri': 'spotify:track:3TDxa77M0hOuBBo60KDGGg', 'track_href': 'https://api.spotify.com/v1/tracks/3TDxa77M0hOuBBo60KDGGg', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3TDxa77M0hOuBBo60KDGGg', 'duration_ms': 137791, 'time_signature': 4}]"
832,['Retro72hrs'],1 AM Freestyle,"[{'danceability': 0.704, 'energy': 0.492, 'key': 0, 'loudness': -11.458, 'mode': 1, 'speechiness': 0.441, 'acousticness': 0.488, 'instrumentalness': 8.57e-06, 'liveness': 0.116, 'valence': 0.259, 'tempo': 165.259, 'type': 'audio_features', 'id': '66TQAKafWuPDFg78b6Uv1q', 'uri': 'spotify:track:66TQAKafWuPDFg78b6Uv1q', 'track_href': 'https://api.spotify.com/v1/tracks/66TQAKafWuPDFg78b6Uv1q', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/66TQAKafWuPDFg78b6Uv1q', 'duration_ms': 177502, 'time_signature': 4}]"
833,"['Retro72hrs', 'G3rm 43']",Basis,"[{'danceability': 0.778, 'energy': 0.476, 'key': 10, 'loudness': -13.796, 'mode': 0, 'speechiness': 0.483, 'acousticness': 0.527, 'instrumentalness': 0, 'liveness': 0.347, 'valence': 0.4, 'tempo': 134.946, 'type': 'audio_features', 'id': '6muR1ZRhFegaxBeqMMthuB', 'uri': 'spotify:track:6muR1ZRhFegaxBeqMMthuB', 'track_href': 'https://api.spotify.com/v1/tracks/6muR1ZRhFegaxBeqMMthuB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6muR1ZRhFegaxBeqMMthuB', 'duration_ms': 188473, 'time_signature': 4}]"
834,['Jonas Vogel'],Bring The Beats - Original Mix,"[{'danceability': 0.805, 'energy': 0.89, 'key': 9, 'loudness': -5.895, 'mode': 0, 'speechiness': 0.228, 'acousticness': 0.00187, 'instrumentalness': 0.796, 'liveness': 0.197, 'valence': 0.211, 'tempo': 127.982, 'type': 'audio_features', 'id': '1ncOGlvh3S7ZxaF0yyI1Dt', 'uri': 'spotify:track:1ncOGlvh3S7ZxaF0yyI1Dt', 'track_href': 'https://api.spotify.com/v1/tracks/1ncOGlvh3S7ZxaF0yyI1Dt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1ncOGlvh3S7ZxaF0yyI1Dt', 'duration_ms': 255530, 'time_signature': 4}]"
835,['The Beatles'],"Mailman, Bring Me No More Blues - Anthology 3 Version","[{'danceability': 0.735, 'energy': 0.463, 'key': 9, 'loudness': -11.293, 'mode': 1, 'speechiness': 0.0298, 'acousticness': 0.0923, 'instrumentalness': 0.00125, 'liveness': 0.0681, 'valence': 0.764, 'tempo': 90.612, 'type': 'audio_features', 'id': '2klg8Wvp2iPleYZh7ZIzk6', 'uri': 'spotify:track:2klg8Wvp2iPleYZh7ZIzk6', 'track_href': 'https://api.spotify.com/v1/tracks/2klg8Wvp2iPleYZh7ZIzk6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2klg8Wvp2iPleYZh7ZIzk6', 'duration_ms': 116000, 'time_signature': 4}]"
836,"['AC Slater', 'Chris Lorenzo', 'Wax Motif']",Fly Kicks - Wax Motif Remix,"[{'danceability': 0.897, 'energy': 0.692, 'key': 11, 'loudness': -4.985, 'mode': 0, 'speechiness': 0.0492, 'acousticness': 0.0187, 'instrumentalness': 0.728, 'liveness': 0.0603, 'valence': 0.607, 'tempo': 125.024, 'type': 'audio_features', 'id': '30Ek6vDZ77PWTQS9HiV3xB', 'uri': 'spotify:track:30Ek6vDZ77PWTQS9HiV3xB', 'track_href': 'https://api.spotify.com/v1/tracks/30Ek6vDZ77PWTQS9HiV3xB', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/30Ek6vDZ77PWTQS9HiV3xB', 'duration_ms': 278400, 'time_signature': 4}]"
837,['Flux Pavilion'],Vibrate,"[{'danceability': 0.546, 'energy': 0.825, 'key': 9, 'loudness': -1.916, 'mode': 1, 'speechiness': 0.0589, 'acousticness': 0.000646, 'instrumentalness': 0.00392, 'liveness': 0.105, 'valence': 0.154, 'tempo': 149.924, 'type': 'audio_features', 'id': '6DX1nPOuuW813OYJ78vjq4', 'uri': 'spotify:track:6DX1nPOuuW813OYJ78vjq4', 'track_href': 'https://api.spotify.com/v1/tracks/6DX1nPOuuW813OYJ78vjq4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6DX1nPOuuW813OYJ78vjq4', 'duration_ms': 233500, 'time_signature': 4}]"
838,"['Gang Starr', 'Big Shug', 'Freddie Foxxx']",The Militia,"[{'danceability': 0.797, 'energy': 0.808, 'key': 1, 'loudness': -3.507, 'mode': 1, 'speechiness': 0.277, 'acousticness': 0.00769, 'instrumentalness': 0, 'liveness': 0.0798, 'valence': 0.832, 'tempo': 93.574, 'type': 'audio_features', 'id': '4PoqWtVeTMZTB7E9Uubwf9', 'uri': 'spotify:track:4PoqWtVeTMZTB7E9Uubwf9', 'track_href': 'https://api.spotify.com/v1/tracks/4PoqWtVeTMZTB7E9Uubwf9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4PoqWtVeTMZTB7E9Uubwf9', 'duration_ms': 288578, 'time_signature': 4}]"
839,"['Black Eyed Peas', 'Slick Rick']",CONSTANT pt.1 pt.2 (feat. Slick Rick),"[{'danceability': 0.613, 'energy': 0.494, 'key': 8, 'loudness': -9.215, 'mode': 1, 'speechiness': 0.402, 'acousticness': 0.0936, 'instrumentalness': 0, 'liveness': 0.0875, 'valence': 0.448, 'tempo': 115.121, 'type': 'audio_features', 'id': '1YYBUWTXnn6oxi57zKD1Mw', 'uri': 'spotify:track:1YYBUWTXnn6oxi57zKD1Mw', 'track_href': 'https://api.spotify.com/v1/tracks/1YYBUWTXnn6oxi57zKD1Mw', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1YYBUWTXnn6oxi57zKD1Mw', 'duration_ms': 303437, 'time_signature': 4}]"
840,['A Tribe Called Quest'],After Hours,"[{'danceability': 0.826, 'energy': 0.903, 'key': 10, 'loudness': -5.449, 'mode': 0, 'speechiness': 0.262, 'acousticness': 0.44, 'instrumentalness': 0.000999, 'liveness': 0.187, 'valence': 0.646, 'tempo': 100.02, 'type': 'audio_features', 'id': '5MNch1DaIp20fiHKmLHcp0', 'uri': 'spotify:track:5MNch1DaIp20fiHKmLHcp0', 'track_href': 'https://api.spotify.com/v1/tracks/5MNch1DaIp20fiHKmLHcp0', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5MNch1DaIp20fiHKmLHcp0', 'duration_ms': 278853, 'time_signature': 4}]"
841,"['AC Slater', 'Chris Lorenzo']",Fly Kicks,"[{'danceability': 0.882, 'energy': 0.883, 'key': 11, 'loudness': -6.457, 'mode': 0, 'speechiness': 0.061, 'acousticness': 0.00462, 'instrumentalness': 0.688, 'liveness': 0.0667, 'valence': 0.852, 'tempo': 127.692, 'type': 'audio_features', 'id': '1GkxC9FCWoDqP3vN5pMKhQ', 'uri': 'spotify:track:1GkxC9FCWoDqP3vN5pMKhQ', 'track_href': 'https://api.spotify.com/v1/tracks/1GkxC9FCWoDqP3vN5pMKhQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1GkxC9FCWoDqP3vN5pMKhQ', 'duration_ms': 242400, 'time_signature': 4}]"
842,"['Andre Nickatina', 'Equipto']",5th Gear (feat. Equipto),"[{'danceability': 0.878, 'energy': 0.765, 'key': 1, 'loudness': -6.803, 'mode': 1, 'speechiness': 0.269, 'acousticness': 0.0796, 'instrumentalness': 0, 'liveness': 0.137, 'valence': 0.793, 'tempo': 100.042, 'type': 'audio_features', 'id': '72pVDV0JtknIXZwR2S3sSc', 'uri': 'spotify:track:72pVDV0JtknIXZwR2S3sSc', 'track_href': 'https://api.spotify.com/v1/tracks/72pVDV0JtknIXZwR2S3sSc', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/72pVDV0JtknIXZwR2S3sSc', 'duration_ms': 232600, 'time_signature': 4}]"
843,"['Gang Starr', 'WC', 'Rakim']",The Militia - Remix,"[{'danceability': 0.709, 'energy': 0.561, 'key': 1, 'loudness': -6.113, 'mode': 0, 'speechiness': 0.451, 'acousticness': 0.0387, 'instrumentalness': 0, 'liveness': 0.0216, 'valence': 0.909, 'tempo': 178.821, 'type': 'audio_features', 'id': '2bPpNDi9fMPyThyOUOicgR', 'uri': 'spotify:track:2bPpNDi9fMPyThyOUOicgR', 'track_href': 'https://api.spotify.com/v1/tracks/2bPpNDi9fMPyThyOUOicgR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2bPpNDi9fMPyThyOUOicgR', 'duration_ms': 218133, 'time_signature': 4}]"
844,['Jeff Williams'],EP 7 Score - The Emerald Forest Pt 2,"[{'danceability': 0.342, 'energy': 0.317, 'key': 2, 'loudness': -15.118, 'mode': 0, 'speechiness': 0.0369, 'acousticness': 0.824, 'instrumentalness': 0.846, 'liveness': 0.107, 'valence': 0.0502, 'tempo': 129.838, 'type': 'audio_features', 'id': '647isCF0GPBeVUjVEHRo1z', 'uri': 'spotify:track:647isCF0GPBeVUjVEHRo1z', 'track_href': 'https://api.spotify.com/v1/tracks/647isCF0GPBeVUjVEHRo1z', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/647isCF0GPBeVUjVEHRo1z', 'duration_ms': 181292, 'time_signature': 4}]"
845,['PianoPrinceOfAnime'],"STYX HELIX (From ""Re:Zero - Starting Life in Another World"") - Ep. 7","[{'danceability': 0.323, 'energy': 0.19, 'key': 4, 'loudness': -13.141, 'mode': 1, 'speechiness': 0.0424, 'acousticness': 0.47, 'instrumentalness': 0.147, 'liveness': 0.0604, 'valence': 0.0898, 'tempo': 114.166, 'type': 'audio_features', 'id': '2EgSrS34o7jh4Az6Us3goT', 'uri': 'spotify:track:2EgSrS34o7jh4Az6Us3goT', 'track_href': 'https://api.spotify.com/v1/tracks/2EgSrS34o7jh4Az6Us3goT', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2EgSrS34o7jh4Az6Us3goT', 'duration_ms': 157024, 'time_signature': 3}]"
846,['Sohyang'],"I Won't Give Up (From The Original TV Show ""Begin Again Korea"") Ep.7-1 - Live","[{'danceability': 0.431, 'energy': 0.291, 'key': 8, 'loudness': -7.316, 'mode': 1, 'speechiness': 0.0336, 'acousticness': 0.869, 'instrumentalness': 7.28e-05, 'liveness': 0.0913, 'valence': 0.12, 'tempo': 137.966, 'type': 'audio_features', 'id': '6OhSO6c8jJexMBtAUY6VD5', 'uri': 'spotify:track:6OhSO6c8jJexMBtAUY6VD5', 'track_href': 'https://api.spotify.com/v1/tracks/6OhSO6c8jJexMBtAUY6VD5', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6OhSO6c8jJexMBtAUY6VD5', 'duration_ms': 226891, 'time_signature': 3}]"
847,['La Máquina Camaleón'],DE LA FUENTE / SÉ (Reprise) Ep.7: DMT,"[{'danceability': 0.607, 'energy': 0.766, 'key': 2, 'loudness': -7.637, 'mode': 1, 'speechiness': 0.0646, 'acousticness': 0.01, 'instrumentalness': 0.00534, 'liveness': 0.0986, 'valence': 0.504, 'tempo': 175.991, 'type': 'audio_features', 'id': '6xv3zQAc64iEN9bXqojhUP', 'uri': 'spotify:track:6xv3zQAc64iEN9bXqojhUP', 'track_href': 'https://api.spotify.com/v1/tracks/6xv3zQAc64iEN9bXqojhUP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6xv3zQAc64iEN9bXqojhUP', 'duration_ms': 230000, 'time_signature': 4}]"
848,"['Lil Nas X', 'Billy Ray Cyrus']",Old Town Road - Remix,"[{'danceability': 0.878, 'energy': 0.619, 'key': 6, 'loudness': -5.56, 'mode': 1, 'speechiness': 0.102, 'acousticness': 0.0533, 'instrumentalness': 0, 'liveness': 0.113, 'valence': 0.639, 'tempo': 136.041, 'type': 'audio_features', 'id': '2YpeDb67231RjR0MgVLzsG', 'uri': 'spotify:track:2YpeDb67231RjR0MgVLzsG', 'track_href': 'https://api.spotify.com/v1/tracks/2YpeDb67231RjR0MgVLzsG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2YpeDb67231RjR0MgVLzsG', 'duration_ms': 157067, 'time_signature': 4}]"
849,"['Lil Nas X', 'Cardi B']",Rodeo,"[{'danceability': 0.706, 'energy': 0.679, 'key': 9, 'loudness': -5.614, 'mode': 1, 'speechiness': 0.0324, 'acousticness': 0.139, 'instrumentalness': 6.98e-05, 'liveness': 0.465, 'valence': 0.657, 'tempo': 140.081, 'type': 'audio_features', 'id': '4ak7xjvBeBOcJGWFDX9w5n', 'uri': 'spotify:track:4ak7xjvBeBOcJGWFDX9w5n', 'track_href': 'https://api.spotify.com/v1/tracks/4ak7xjvBeBOcJGWFDX9w5n', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4ak7xjvBeBOcJGWFDX9w5n', 'duration_ms': 158707, 'time_signature': 4}]"
850,['Lil Nas X'],Old Town Road,"[{'danceability': 0.907, 'energy': 0.53, 'key': 1, 'loudness': -6.112, 'mode': 1, 'speechiness': 0.127, 'acousticness': 0.0578, 'instrumentalness': 2.23e-06, 'liveness': 0.101, 'valence': 0.507, 'tempo': 135.998, 'type': 'audio_features', 'id': '0F7FA14euOIX8KcbEturGH', 'uri': 'spotify:track:0F7FA14euOIX8KcbEturGH', 'track_href': 'https://api.spotify.com/v1/tracks/0F7FA14euOIX8KcbEturGH', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0F7FA14euOIX8KcbEturGH', 'duration_ms': 113000, 'time_signature': 4}]"
851,['Lil Nas X'],Panini,"[{'danceability': 0.703, 'energy': 0.594, 'key': 5, 'loudness': -6.146, 'mode': 0, 'speechiness': 0.0752, 'acousticness': 0.342, 'instrumentalness': 0, 'liveness': 0.123, 'valence': 0.475, 'tempo': 153.848, 'type': 'audio_features', 'id': '6fTt0CH2t0mdeB2N9XFG5r', 'uri': 'spotify:track:6fTt0CH2t0mdeB2N9XFG5r', 'track_href': 'https://api.spotify.com/v1/tracks/6fTt0CH2t0mdeB2N9XFG5r', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6fTt0CH2t0mdeB2N9XFG5r', 'duration_ms': 114893, 'time_signature': 4}]"
852,['Seven Miles South'],Texas Rain,"[{'danceability': 0.578, 'energy': 0.619, 'key': 4, 'loudness': -6.911, 'mode': 1, 'speechiness': 0.0311, 'acousticness': 0.0911, 'instrumentalness': 0, 'liveness': 0.172, 'valence': 0.245, 'tempo': 116.96, 'type': 'audio_features', 'id': '04HenXWHfLUlsRsLPiBd0k', 'uri': 'spotify:track:04HenXWHfLUlsRsLPiBd0k', 'track_href': 'https://api.spotify.com/v1/tracks/04HenXWHfLUlsRsLPiBd0k', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/04HenXWHfLUlsRsLPiBd0k', 'duration_ms': 211974, 'time_signature': 4}]"
853,['Lil Nas X'],C7osure (You Like),"[{'danceability': 0.847, 'energy': 0.742, 'key': 8, 'loudness': -5.515, 'mode': 0, 'speechiness': 0.247, 'acousticness': 0.397, 'instrumentalness': 0, 'liveness': 0.135, 'valence': 0.56, 'tempo': 133.989, 'type': 'audio_features', 'id': '4no0eHn4fEB7tN1yZSXMma', 'uri': 'spotify:track:4no0eHn4fEB7tN1yZSXMma', 'track_href': 'https://api.spotify.com/v1/tracks/4no0eHn4fEB7tN1yZSXMma', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4no0eHn4fEB7tN1yZSXMma', 'duration_ms': 148653, 'time_signature': 4}]"
854,"['Wilkinson Kadino', 'WiliKadino']",Apertura Extraordinario,"[{'danceability': 0.429, 'energy': 0.0652, 'key': 0, 'loudness': -25.602, 'mode': 1, 'speechiness': 0.0336, 'acousticness': 0.99, 'instrumentalness': 0.881, 'liveness': 0.149, 'valence': 0.519, 'tempo': 180.06, 'type': 'audio_features', 'id': '1qFYgYcqgDHVWwbs3hKia8', 'uri': 'spotify:track:1qFYgYcqgDHVWwbs3hKia8', 'track_href': 'https://api.spotify.com/v1/tracks/1qFYgYcqgDHVWwbs3hKia8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1qFYgYcqgDHVWwbs3hKia8', 'duration_ms': 113000, 'time_signature': 3}]"
855,"['Wilkinson Kadino', 'WiliKadino']",Detatoria Millonaria,"[{'danceability': 0.442, 'energy': 0.108, 'key': 0, 'loudness': -24.972, 'mode': 1, 'speechiness': 0.0353, 'acousticness': 0.985, 'instrumentalness': 0.93, 'liveness': 0.131, 'valence': 0.28, 'tempo': 179.967, 'type': 'audio_features', 'id': '0xQsAW7Zf0qEn9y3SJYjJZ', 'uri': 'spotify:track:0xQsAW7Zf0qEn9y3SJYjJZ', 'track_href': 'https://api.spotify.com/v1/tracks/0xQsAW7Zf0qEn9y3SJYjJZ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0xQsAW7Zf0qEn9y3SJYjJZ', 'duration_ms': 113000, 'time_signature': 3}]"
856,"['Wilkinson Kadino', 'WiliKadino']",Crazy Little Tinkle Mice,"[{'danceability': 0.53, 'energy': 0.0528, 'key': 0, 'loudness': -25.989, 'mode': 1, 'speechiness': 0.0364, 'acousticness': 0.977, 'instrumentalness': 0.751, 'liveness': 0.138, 'valence': 0.312, 'tempo': 120.021, 'type': 'audio_features', 'id': '255bp7HUXt4J7tgk390ti8', 'uri': 'spotify:track:255bp7HUXt4J7tgk390ti8', 'track_href': 'https://api.spotify.com/v1/tracks/255bp7HUXt4J7tgk390ti8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/255bp7HUXt4J7tgk390ti8', 'duration_ms': 113000, 'time_signature': 4}]"
857,"['Wilkinson Kadino', 'WiliKadino']",Tramo Monbo,"[{'danceability': 0.335, 'energy': 0.0725, 'key': 0, 'loudness': -24.876, 'mode': 1, 'speechiness': 0.0405, 'acousticness': 0.982, 'instrumentalness': 0.661, 'liveness': 0.118, 'valence': 0.376, 'tempo': 115.553, 'type': 'audio_features', 'id': '29vRIddhRuOMk2qtF8V5Be', 'uri': 'spotify:track:29vRIddhRuOMk2qtF8V5Be', 'track_href': 'https://api.spotify.com/v1/tracks/29vRIddhRuOMk2qtF8V5Be', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/29vRIddhRuOMk2qtF8V5Be', 'duration_ms': 113000, 'time_signature': 4}]"
858,"['Wilkinson Kadino', 'WiliKadino']",Katrich Beralo,"[{'danceability': 0.346, 'energy': 0.052, 'key': 0, 'loudness': -25.542, 'mode': 1, 'speechiness': 0.0374, 'acousticness': 0.964, 'instrumentalness': 0.911, 'liveness': 0.162, 'valence': 0.312, 'tempo': 180.136, 'type': 'audio_features', 'id': '6HYI6nzLoatqUHnUrPjeAE', 'uri': 'spotify:track:6HYI6nzLoatqUHnUrPjeAE', 'track_href': 'https://api.spotify.com/v1/tracks/6HYI6nzLoatqUHnUrPjeAE', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6HYI6nzLoatqUHnUrPjeAE', 'duration_ms': 113000, 'time_signature': 3}]"
859,"['Wilkinson Kadino', 'WiliKadino']",Mikano Tinto,"[{'danceability': 0.445, 'energy': 0.0807, 'key': 0, 'loudness': -24.36, 'mode': 1, 'speechiness': 0.0384, 'acousticness': 0.979, 'instrumentalness': 0.843, 'liveness': 0.112, 'valence': 0.37, 'tempo': 180.075, 'type': 'audio_features', 'id': '0U75vnNP0kjkd5Bq286xYz', 'uri': 'spotify:track:0U75vnNP0kjkd5Bq286xYz', 'track_href': 'https://api.spotify.com/v1/tracks/0U75vnNP0kjkd5Bq286xYz', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0U75vnNP0kjkd5Bq286xYz', 'duration_ms': 113000, 'time_signature': 3}]"
860,"['Wilkinson Kadino', 'WiliKadino']",Milajo Jebele,"[{'danceability': 0.469, 'energy': 0.0286, 'key': 0, 'loudness': -26.511, 'mode': 1, 'speechiness': 0.037, 'acousticness': 0.991, 'instrumentalness': 0.898, 'liveness': 0.11, 'valence': 0.332, 'tempo': 179.96, 'type': 'audio_features', 'id': '5lkcGks9aPQWIcCJVD0pEf', 'uri': 'spotify:track:5lkcGks9aPQWIcCJVD0pEf', 'track_href': 'https://api.spotify.com/v1/tracks/5lkcGks9aPQWIcCJVD0pEf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5lkcGks9aPQWIcCJVD0pEf', 'duration_ms': 193000, 'time_signature': 3}]"
861,"['Wilkinson Kadino', 'WiliKadino']",Season Iretible,"[{'danceability': 0.345, 'energy': 0.0345, 'key': 0, 'loudness': -26.981, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.983, 'instrumentalness': 0.928, 'liveness': 0.133, 'valence': 0.156, 'tempo': 180.028, 'type': 'audio_features', 'id': '5EvBZnzdT6NF1MLHzUWWKV', 'uri': 'spotify:track:5EvBZnzdT6NF1MLHzUWWKV', 'track_href': 'https://api.spotify.com/v1/tracks/5EvBZnzdT6NF1MLHzUWWKV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5EvBZnzdT6NF1MLHzUWWKV', 'duration_ms': 161000, 'time_signature': 5}]"
862,"['Wilkinson Kadino', 'WiliKadino']",Jujube Pearl,"[{'danceability': 0.428, 'energy': 0.0305, 'key': 0, 'loudness': -26.257, 'mode': 1, 'speechiness': 0.0382, 'acousticness': 0.984, 'instrumentalness': 0.932, 'liveness': 0.11, 'valence': 0.194, 'tempo': 179.979, 'type': 'audio_features', 'id': '0SymlazQXjZzLhuI5Jyxpv', 'uri': 'spotify:track:0SymlazQXjZzLhuI5Jyxpv', 'track_href': 'https://api.spotify.com/v1/tracks/0SymlazQXjZzLhuI5Jyxpv', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0SymlazQXjZzLhuI5Jyxpv', 'duration_ms': 161000, 'time_signature': 5}]"
863,"['Wilkinson Kadino', 'WiliKadino']",The Jubilation's Prayer,"[{'danceability': 0.529, 'energy': 0.0539, 'key': 0, 'loudness': -27.501, 'mode': 1, 'speechiness': 0.0388, 'acousticness': 0.983, 'instrumentalness': 0.692, 'liveness': 0.171, 'valence': 0.357, 'tempo': 119.957, 'type': 'audio_features', 'id': '0hnsa0GAbIRHaZ1ZIxC4YL', 'uri': 'spotify:track:0hnsa0GAbIRHaZ1ZIxC4YL', 'track_href': 'https://api.spotify.com/v1/tracks/0hnsa0GAbIRHaZ1ZIxC4YL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0hnsa0GAbIRHaZ1ZIxC4YL', 'duration_ms': 145000, 'time_signature': 3}]"
864,"['Lalo Ebratt', 'Trapical']",Boomerang,"[{'danceability': 0.603, 'energy': 0.661, 'key': 0, 'loudness': -5.857, 'mode': 0, 'speechiness': 0.088, 'acousticness': 0.221, 'instrumentalness': 0.000303, 'liveness': 0.0997, 'valence': 0.919, 'tempo': 92.135, 'type': 'audio_features', 'id': '2nYusBnfOEFMjO3TeT5P0e', 'uri': 'spotify:track:2nYusBnfOEFMjO3TeT5P0e', 'track_href': 'https://api.spotify.com/v1/tracks/2nYusBnfOEFMjO3TeT5P0e', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2nYusBnfOEFMjO3TeT5P0e', 'duration_ms': 181046, 'time_signature': 3}]"
865,['JoJo Siwa'],Boomerang,"[{'danceability': 0.828, 'energy': 0.794, 'key': 11, 'loudness': -4.802, 'mode': 1, 'speechiness': 0.0436, 'acousticness': 0.00942, 'instrumentalness': 0.145, 'liveness': 0.413, 'valence': 0.847, 'tempo': 115.013, 'type': 'audio_features', 'id': '79l5JbcB7MVcjmYlvgq9KQ', 'uri': 'spotify:track:79l5JbcB7MVcjmYlvgq9KQ', 'track_href': 'https://api.spotify.com/v1/tracks/79l5JbcB7MVcjmYlvgq9KQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/79l5JbcB7MVcjmYlvgq9KQ', 'duration_ms': 207478, 'time_signature': 4}]"
