,SONG,ARTIST,AUDIO FEATURE
312,Reload - Radio Edit,"['Sebastian Ingrosso', 'Tommy Trash', 'John Martin']","[{'danceability': 0.484, 'energy': 0.724, 'key': 9, 'loudness': -4.633, 'mode': 0, 'speechiness': 0.0522, 'acousticness': 0.0736, 'instrumentalness': 0, 'liveness': 0.0631, 'valence': 0.433, 'tempo': 128.038, 'type': 'audio_features', 'id': '0GDVj31c8AxWXjWFzVFu0d', 'uri': 'spotify:track:0GDVj31c8AxWXjWFzVFu0d', 'track_href': 'https://api.spotify.com/v1/tracks/0GDVj31c8AxWXjWFzVFu0d', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0GDVj31c8AxWXjWFzVFu0d', 'duration_ms': 221280, 'time_signature': 4}]"
313,Reload - Extended Mix,"['Sebastian Ingrosso', 'Tommy Trash', 'John Martin']","[{'danceability': 0.594, 'energy': 0.869, 'key': 7, 'loudness': -4.872, 'mode': 1, 'speechiness': 0.0541, 'acousticness': 0.00679, 'instrumentalness': 0.000915, 'liveness': 0.0656, 'valence': 0.225, 'tempo': 128.003, 'type': 'audio_features', 'id': '2bDe4PKld6qpRUZS9Gki14', 'uri': 'spotify:track:2bDe4PKld6qpRUZS9Gki14', 'track_href': 'https://api.spotify.com/v1/tracks/2bDe4PKld6qpRUZS9Gki14', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2bDe4PKld6qpRUZS9Gki14', 'duration_ms': 360280, 'time_signature': 4}]"
314,Habla Blah Blah - Reloaded Radio Edit,"['Gloria Trevi', 'Shy Carter']","[{'danceability': 0.785, 'energy': 0.904, 'key': 7, 'loudness': -3.007, 'mode': 1, 'speechiness': 0.045, 'acousticness': 0.00704, 'instrumentalness': 0, 'liveness': 0.0589, 'valence': 0.866, 'tempo': 131.951, 'type': 'audio_features', 'id': '1xllcsKx989Y27TOwNA6ti', 'uri': 'spotify:track:1xllcsKx989Y27TOwNA6ti', 'track_href': 'https://api.spotify.com/v1/tracks/1xllcsKx989Y27TOwNA6ti', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1xllcsKx989Y27TOwNA6ti', 'duration_ms': 224973, 'time_signature': 4}]"
315,Reload - Bare Remix,"['Sebastian Ingrosso', 'Tommy Trash', 'John Martin', 'Carli Löf']","[{'danceability': 0.605, 'energy': 0.961, 'key': 9, 'loudness': -3.833, 'mode': 0, 'speechiness': 0.0798, 'acousticness': 0.0238, 'instrumentalness': 0.00714, 'liveness': 0.0669, 'valence': 0.381, 'tempo': 139.986, 'type': 'audio_features', 'id': '1cFbDNwThzfsKimUYkmZ62', 'uri': 'spotify:track:1cFbDNwThzfsKimUYkmZ62', 'track_href': 'https://api.spotify.com/v1/tracks/1cFbDNwThzfsKimUYkmZ62', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1cFbDNwThzfsKimUYkmZ62', 'duration_ms': 294867, 'time_signature': 4}]"
316,Reload - Instrumental Mix,"['Sebastian Ingrosso', 'Tommy Trash']","[{'danceability': 0.625, 'energy': 0.866, 'key': 9, 'loudness': -5.843, 'mode': 0, 'speechiness': 0.0493, 'acousticness': 0.0321, 'instrumentalness': 0.591, 'liveness': 0.0618, 'valence': 0.119, 'tempo': 127.996, 'type': 'audio_features', 'id': '2jbdxPCkkIf9ymyFSdVlE9', 'uri': 'spotify:track:2jbdxPCkkIf9ymyFSdVlE9', 'track_href': 'https://api.spotify.com/v1/tracks/2jbdxPCkkIf9ymyFSdVlE9', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2jbdxPCkkIf9ymyFSdVlE9', 'duration_ms': 360520, 'time_signature': 4}]"
317,Reload (Robot's Outro),['PPK'],"[{'danceability': 0.649, 'energy': 0.302, 'key': 7, 'loudness': -10.69, 'mode': 0, 'speechiness': 0.0339, 'acousticness': 0.992, 'instrumentalness': 0.938, 'liveness': 0.0788, 'valence': 0.93, 'tempo': 139.032, 'type': 'audio_features', 'id': '6mHshfZ1Ephvvw9lsBx2nR', 'uri': 'spotify:track:6mHshfZ1Ephvvw9lsBx2nR', 'track_href': 'https://api.spotify.com/v1/tracks/6mHshfZ1Ephvvw9lsBx2nR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6mHshfZ1Ephvvw9lsBx2nR', 'duration_ms': 124322, 'time_signature': 4}]"
318,Stay - Reloaded Edit,['Sash!'],"[{'danceability': 0.593, 'energy': 0.942, 'key': 7, 'loudness': -3.508, 'mode': 0, 'speechiness': 0.0373, 'acousticness': 0.00936, 'instrumentalness': 0.139, 'liveness': 0.121, 'valence': 0.35, 'tempo': 134.01, 'type': 'audio_features', 'id': '4gZWcKNB5txfLT2hTEC5NA', 'uri': 'spotify:track:4gZWcKNB5txfLT2hTEC5NA', 'track_href': 'https://api.spotify.com/v1/tracks/4gZWcKNB5txfLT2hTEC5NA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4gZWcKNB5txfLT2hTEC5NA', 'duration_ms': 242836, 'time_signature': 4}]"
319,Reload - Clockwork Remix,"['Sebastian Ingrosso', 'Tommy Trash', 'John Martin', 'Carli Löf']","[{'danceability': 0.747, 'energy': 0.918, 'key': 9, 'loudness': -2.859, 'mode': 0, 'speechiness': 0.0669, 'acousticness': 0.00741, 'instrumentalness': 0.475, 'liveness': 0.0786, 'valence': 0.418, 'tempo': 127.984, 'type': 'audio_features', 'id': '7EjxjOOzFpw4mXjj0KPHVf', 'uri': 'spotify:track:7EjxjOOzFpw4mXjj0KPHVf', 'track_href': 'https://api.spotify.com/v1/tracks/7EjxjOOzFpw4mXjj0KPHVf', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7EjxjOOzFpw4mXjj0KPHVf', 'duration_ms': 363760, 'time_signature': 4}]"
320,Ecuador - Reloaded Radio,"['Sash!', 'Rodriguez']","[{'danceability': 0.644, 'energy': 0.959, 'key': 11, 'loudness': -5.67, 'mode': 0, 'speechiness': 0.0363, 'acousticness': 0.155, 'instrumentalness': 0.22, 'liveness': 0.098, 'valence': 0.501, 'tempo': 137.994, 'type': 'audio_features', 'id': '1VSkporQeIUTbbelc7x93T', 'uri': 'spotify:track:1VSkporQeIUTbbelc7x93T', 'track_href': 'https://api.spotify.com/v1/tracks/1VSkporQeIUTbbelc7x93T', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1VSkporQeIUTbbelc7x93T', 'duration_ms': 229565, 'time_signature': 4}]"
321,Reload (Space Club Mix),['PPK'],"[{'danceability': 0.591, 'energy': 0.847, 'key': 7, 'loudness': -8.904, 'mode': 1, 'speechiness': 0.035, 'acousticness': 0.00745, 'instrumentalness': 0.893, 'liveness': 0.103, 'valence': 0.263, 'tempo': 139.017, 'type': 'audio_features', 'id': '26eIYcbVPSKhvN0C33Ut0S', 'uri': 'spotify:track:26eIYcbVPSKhvN0C33Ut0S', 'track_href': 'https://api.spotify.com/v1/tracks/26eIYcbVPSKhvN0C33Ut0S', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/26eIYcbVPSKhvN0C33Ut0S', 'duration_ms': 574970, 'time_signature': 4}]"
322,A Head Full of Dreams,['Coldplay'],"[{'danceability': 0.45, 'energy': 0.92, 'key': 11, 'loudness': -4.982, 'mode': 1, 'speechiness': 0.0733, 'acousticness': 0.002, 'instrumentalness': 0.0201, 'liveness': 0.334, 'valence': 0.0773, 'tempo': 122.979, 'type': 'audio_features', 'id': '6f49kbOuQSOsStBpyGvQfA', 'uri': 'spotify:track:6f49kbOuQSOsStBpyGvQfA', 'track_href': 'https://api.spotify.com/v1/tracks/6f49kbOuQSOsStBpyGvQfA', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6f49kbOuQSOsStBpyGvQfA', 'duration_ms': 223773, 'time_signature': 4}]"
323,A Head Full of Dreams - Live in Buenos Aires,['Coldplay'],"[{'danceability': 0.32, 'energy': 0.923, 'key': 11, 'loudness': -6.33, 'mode': 1, 'speechiness': 0.136, 'acousticness': 0.0132, 'instrumentalness': 0.00654, 'liveness': 0.705, 'valence': 0.255, 'tempo': 122.756, 'type': 'audio_features', 'id': '5H8lr4az4Vo3LloH67yVRt', 'uri': 'spotify:track:5H8lr4az4Vo3LloH67yVRt', 'track_href': 'https://api.spotify.com/v1/tracks/5H8lr4az4Vo3LloH67yVRt', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5H8lr4az4Vo3LloH67yVRt', 'duration_ms': 299120, 'time_signature': 4}]"
324,A Head Full Of Dreams,['Jonat Victor'],"[{'danceability': 0.496, 'energy': 0.499, 'key': 7, 'loudness': -14.908, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 6.66e-06, 'instrumentalness': 0.41, 'liveness': 0.0851, 'valence': 0.564, 'tempo': 120.043, 'type': 'audio_features', 'id': '1BuNpPX335FvcWSmGMcoqO', 'uri': 'spotify:track:1BuNpPX335FvcWSmGMcoqO', 'track_href': 'https://api.spotify.com/v1/tracks/1BuNpPX335FvcWSmGMcoqO', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1BuNpPX335FvcWSmGMcoqO', 'duration_ms': 176927, 'time_signature': 4}]"
325,Saintlike,['Jakey'],"[{'danceability': 0.515, 'energy': 0.605, 'key': 3, 'loudness': -7.667, 'mode': 0, 'speechiness': 0.0709, 'acousticness': 0.563, 'instrumentalness': 0, 'liveness': 0.235, 'valence': 0.354, 'tempo': 76.318, 'type': 'audio_features', 'id': '7ebaLVYxRUfzfEErE49uVQ', 'uri': 'spotify:track:7ebaLVYxRUfzfEErE49uVQ', 'track_href': 'https://api.spotify.com/v1/tracks/7ebaLVYxRUfzfEErE49uVQ', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7ebaLVYxRUfzfEErE49uVQ', 'duration_ms': 226411, 'time_signature': 4}]"
326,Take Me Home (with Kane Brown),"['Restless Road', 'Kane Brown']","[{'danceability': 0.397, 'energy': 0.508, 'key': 9, 'loudness': -7.305, 'mode': 1, 'speechiness': 0.0384, 'acousticness': 0.443, 'instrumentalness': 0, 'liveness': 0.135, 'valence': 0.323, 'tempo': 89.862, 'type': 'audio_features', 'id': '4pMRIhO6qGmtEIBurzIutp', 'uri': 'spotify:track:4pMRIhO6qGmtEIBurzIutp', 'track_href': 'https://api.spotify.com/v1/tracks/4pMRIhO6qGmtEIBurzIutp', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4pMRIhO6qGmtEIBurzIutp', 'duration_ms': 201750, 'time_signature': 4}]"
327,Young Turks - 2008 Remaster,['Rod Stewart'],"[{'danceability': 0.641, 'energy': 0.821, 'key': 5, 'loudness': -8.783, 'mode': 0, 'speechiness': 0.0324, 'acousticness': 0.274, 'instrumentalness': 0.477, 'liveness': 0.138, 'valence': 0.705, 'tempo': 161.143, 'type': 'audio_features', 'id': '5n1amEDwVKucAGMqePk9yN', 'uri': 'spotify:track:5n1amEDwVKucAGMqePk9yN', 'track_href': 'https://api.spotify.com/v1/tracks/5n1amEDwVKucAGMqePk9yN', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5n1amEDwVKucAGMqePk9yN', 'duration_ms': 302413, 'time_signature': 4}]"
328,Two Sparrows In A Hurricane,['Tanya Tucker'],"[{'danceability': 0.471, 'energy': 0.246, 'key': 10, 'loudness': -13.678, 'mode': 1, 'speechiness': 0.0311, 'acousticness': 0.568, 'instrumentalness': 4.7e-06, 'liveness': 0.109, 'valence': 0.226, 'tempo': 97.101, 'type': 'audio_features', 'id': '7k9F26WpokhmRjzwxlCsCP', 'uri': 'spotify:track:7k9F26WpokhmRjzwxlCsCP', 'track_href': 'https://api.spotify.com/v1/tracks/7k9F26WpokhmRjzwxlCsCP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7k9F26WpokhmRjzwxlCsCP', 'duration_ms': 250533, 'time_signature': 4}]"
329,Junction City Queen,['Tyler Childers'],"[{'danceability': 0.522, 'energy': 0.173, 'key': 7, 'loudness': -14.027, 'mode': 1, 'speechiness': 0.0317, 'acousticness': 0.929, 'instrumentalness': 0.00203, 'liveness': 0.108, 'valence': 0.511, 'tempo': 133.563, 'type': 'audio_features', 'id': '4xZljL5IASNZZLhP38SIaD', 'uri': 'spotify:track:4xZljL5IASNZZLhP38SIaD', 'track_href': 'https://api.spotify.com/v1/tracks/4xZljL5IASNZZLhP38SIaD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4xZljL5IASNZZLhP38SIaD', 'duration_ms': 211680, 'time_signature': 3}]"
330,Two Sparrows In A Hurricane,['Tanya Tucker'],"[{'danceability': 0.692, 'energy': 0.253, 'key': 10, 'loudness': -13.684, 'mode': 1, 'speechiness': 0.0289, 'acousticness': 0.551, 'instrumentalness': 3.01e-06, 'liveness': 0.102, 'valence': 0.22, 'tempo': 104.123, 'type': 'audio_features', 'id': '1G9gU04EmL6WSFoOopZPFu', 'uri': 'spotify:track:1G9gU04EmL6WSFoOopZPFu', 'track_href': 'https://api.spotify.com/v1/tracks/1G9gU04EmL6WSFoOopZPFu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1G9gU04EmL6WSFoOopZPFu', 'duration_ms': 249733, 'time_signature': 4}]"
331,Brahms' lullaby,['Jewel'],"[{'danceability': 0.456, 'energy': 0.0535, 'key': 2, 'loudness': -20.09, 'mode': 1, 'speechiness': 0.0339, 'acousticness': 0.954, 'instrumentalness': 2.52e-05, 'liveness': 0.105, 'valence': 0.216, 'tempo': 74.065, 'type': 'audio_features', 'id': '40D6z3SPM1SdYVtqXfsgTh', 'uri': 'spotify:track:40D6z3SPM1SdYVtqXfsgTh', 'track_href': 'https://api.spotify.com/v1/tracks/40D6z3SPM1SdYVtqXfsgTh', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/40D6z3SPM1SdYVtqXfsgTh', 'duration_ms': 286773, 'time_signature': 3}]"
332,Cheek To Cheek,"['Tony Bennett', 'Lady Gaga']","[{'danceability': 0.568, 'energy': 0.423, 'key': 0, 'loudness': -8.453, 'mode': 1, 'speechiness': 0.0859, 'acousticness': 0.837, 'instrumentalness': 0, 'liveness': 0.144, 'valence': 0.516, 'tempo': 93.964, 'type': 'audio_features', 'id': '0UuRIovHyU6KeTzY4gS0L2', 'uri': 'spotify:track:0UuRIovHyU6KeTzY4gS0L2', 'track_href': 'https://api.spotify.com/v1/tracks/0UuRIovHyU6KeTzY4gS0L2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0UuRIovHyU6KeTzY4gS0L2', 'duration_ms': 170547, 'time_signature': 4}]"
333,Anything Goes,"['Tony Bennett', 'Lady Gaga']","[{'danceability': 0.504, 'energy': 0.6, 'key': 0, 'loudness': -5.666, 'mode': 1, 'speechiness': 0.0787, 'acousticness': 0.589, 'instrumentalness': 0, 'liveness': 0.0801, 'valence': 0.763, 'tempo': 154.623, 'type': 'audio_features', 'id': '3Cq4BUlxDg4ulj7XnN2COP', 'uri': 'spotify:track:3Cq4BUlxDg4ulj7XnN2COP', 'track_href': 'https://api.spotify.com/v1/tracks/3Cq4BUlxDg4ulj7XnN2COP', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3Cq4BUlxDg4ulj7XnN2COP', 'duration_ms': 123973, 'time_signature': 4}]"
334,Bonkers,"['Dizzee Rascal', 'Armand Van Helden']","[{'danceability': 0.624, 'energy': 0.977, 'key': 11, 'loudness': -3.34, 'mode': 0, 'speechiness': 0.22, 'acousticness': 0.00615, 'instrumentalness': 0, 'liveness': 0.253, 'valence': 0.74, 'tempo': 126.129, 'type': 'audio_features', 'id': '6ddQ5KCkvCggk3j6KdA0zL', 'uri': 'spotify:track:6ddQ5KCkvCggk3j6KdA0zL', 'track_href': 'https://api.spotify.com/v1/tracks/6ddQ5KCkvCggk3j6KdA0zL', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6ddQ5KCkvCggk3j6KdA0zL', 'duration_ms': 177573, 'time_signature': 4}]"
335,Dance Wiv Me - Radio Edit,"['Dizzee Rascal', 'Calvin Harris', 'Chrome']","[{'danceability': 0.878, 'energy': 0.746, 'key': 11, 'loudness': -4.281, 'mode': 1, 'speechiness': 0.0451, 'acousticness': 0.0476, 'instrumentalness': 0, 'liveness': 0.154, 'valence': 0.792, 'tempo': 111.996, 'type': 'audio_features', 'id': '6pTg4H8juKV9iSzrcVUbM3', 'uri': 'spotify:track:6pTg4H8juKV9iSzrcVUbM3', 'track_href': 'https://api.spotify.com/v1/tracks/6pTg4H8juKV9iSzrcVUbM3', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6pTg4H8juKV9iSzrcVUbM3', 'duration_ms': 204093, 'time_signature': 4}]"
336,It Don't Mean A Thing (If It Ain't Got That Swing),"['Tony Bennett', 'Lady Gaga']","[{'danceability': 0.544, 'energy': 0.779, 'key': 5, 'loudness': -6.014, 'mode': 0, 'speechiness': 0.0619, 'acousticness': 0.816, 'instrumentalness': 0.0174, 'liveness': 0.564, 'valence': 0.875, 'tempo': 117.193, 'type': 'audio_features', 'id': '1GERVZcph8qx09OR7Wo1UV', 'uri': 'spotify:track:1GERVZcph8qx09OR7Wo1UV', 'track_href': 'https://api.spotify.com/v1/tracks/1GERVZcph8qx09OR7Wo1UV', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1GERVZcph8qx09OR7Wo1UV', 'duration_ms': 142132, 'time_signature': 4}]"
337,I Can't Give You Anything But Love,"['Tony Bennett', 'Lady Gaga']","[{'danceability': 0.505, 'energy': 0.522, 'key': 2, 'loudness': -7.207, 'mode': 1, 'speechiness': 0.0455, 'acousticness': 0.563, 'instrumentalness': 0.000168, 'liveness': 0.311, 'valence': 0.546, 'tempo': 126.356, 'type': 'audio_features', 'id': '6rPeI30oZ1yoATa1cDmEFS', 'uri': 'spotify:track:6rPeI30oZ1yoATa1cDmEFS', 'track_href': 'https://api.spotify.com/v1/tracks/6rPeI30oZ1yoATa1cDmEFS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6rPeI30oZ1yoATa1cDmEFS', 'duration_ms': 193307, 'time_signature': 4}]"
338,Nature Boy,"['Tony Bennett', 'Lady Gaga']","[{'danceability': 0.252, 'energy': 0.253, 'key': 10, 'loudness': -11.134, 'mode': 0, 'speechiness': 0.0296, 'acousticness': 0.949, 'instrumentalness': 0.00685, 'liveness': 0.0883, 'valence': 0.28, 'tempo': 91.938, 'type': 'audio_features', 'id': '7sYJdgkkdcjN1Zr5Rgbpl8', 'uri': 'spotify:track:7sYJdgkkdcjN1Zr5Rgbpl8', 'track_href': 'https://api.spotify.com/v1/tracks/7sYJdgkkdcjN1Zr5Rgbpl8', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7sYJdgkkdcjN1Zr5Rgbpl8', 'duration_ms': 248427, 'time_signature': 4}]"
339,I Won't Dance,"['Tony Bennett', 'Lady Gaga']","[{'danceability': 0.537, 'energy': 0.496, 'key': 3, 'loudness': -6.75, 'mode': 1, 'speechiness': 0.0563, 'acousticness': 0.733, 'instrumentalness': 1.8e-06, 'liveness': 0.128, 'valence': 0.697, 'tempo': 128.795, 'type': 'audio_features', 'id': '4Sps76IJpIyyZqRTj7HCEi', 'uri': 'spotify:track:4Sps76IJpIyyZqRTj7HCEi', 'track_href': 'https://api.spotify.com/v1/tracks/4Sps76IJpIyyZqRTj7HCEi', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4Sps76IJpIyyZqRTj7HCEi', 'duration_ms': 236720, 'time_signature': 4}]"
340,Chillin' Wiv Da Man Dem,['Dizzee Rascal'],"[{'danceability': 0.696, 'energy': 0.84, 'key': 4, 'loudness': -3.773, 'mode': 0, 'speechiness': 0.0355, 'acousticness': 0.233, 'instrumentalness': 8.49e-06, 'liveness': 0.135, 'valence': 0.606, 'tempo': 95.2, 'type': 'audio_features', 'id': '0JDeADxffeuClrqiwxNVOS', 'uri': 'spotify:track:0JDeADxffeuClrqiwxNVOS', 'track_href': 'https://api.spotify.com/v1/tracks/0JDeADxffeuClrqiwxNVOS', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0JDeADxffeuClrqiwxNVOS', 'duration_ms': 279613, 'time_signature': 4}]"
341,Ev'ry Time We Say Goodbye,['Lady Gaga'],"[{'danceability': 0.389, 'energy': 0.129, 'key': 7, 'loudness': -13.324, 'mode': 1, 'speechiness': 0.0324, 'acousticness': 0.963, 'instrumentalness': 4.93e-06, 'liveness': 0.12, 'valence': 0.185, 'tempo': 88.381, 'type': 'audio_features', 'id': '25tzJjzIw1u2kntCVTJEzC', 'uri': 'spotify:track:25tzJjzIw1u2kntCVTJEzC', 'track_href': 'https://api.spotify.com/v1/tracks/25tzJjzIw1u2kntCVTJEzC', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/25tzJjzIw1u2kntCVTJEzC', 'duration_ms': 190293, 'time_signature': 3}]"
342,Fireball (feat. John Ryan),"['Pitbull', 'John Ryan']","[{'danceability': 0.69, 'energy': 0.937, 'key': 10, 'loudness': -5.393, 'mode': 1, 'speechiness': 0.0642, 'acousticness': 0.0894, 'instrumentalness': 0.000104, 'liveness': 0.0532, 'valence': 0.794, 'tempo': 122.951, 'type': 'audio_features', 'id': '49eplIHvgCLY8HAgcaWrUb', 'uri': 'spotify:track:49eplIHvgCLY8HAgcaWrUb', 'track_href': 'https://api.spotify.com/v1/tracks/49eplIHvgCLY8HAgcaWrUb', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/49eplIHvgCLY8HAgcaWrUb', 'duration_ms': 235012, 'time_signature': 4}]"
343,Fireball,"['Kennyflowers', 'Amare Symon\u200bé', 'Saint Lewis']","[{'danceability': 0.605, 'energy': 0.314, 'key': 10, 'loudness': -8.498, 'mode': 1, 'speechiness': 0.11, 'acousticness': 0.44, 'instrumentalness': 0, 'liveness': 0.119, 'valence': 0.562, 'tempo': 84.674, 'type': 'audio_features', 'id': '324ZWqJ5IPqemHwIq0w87Y', 'uri': 'spotify:track:324ZWqJ5IPqemHwIq0w87Y', 'track_href': 'https://api.spotify.com/v1/tracks/324ZWqJ5IPqemHwIq0w87Y', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/324ZWqJ5IPqemHwIq0w87Y', 'duration_ms': 164643, 'time_signature': 4}]"
344,Fireball,['Gent & Jawns'],"[{'danceability': 0.562, 'energy': 0.923, 'key': 2, 'loudness': -4.427, 'mode': 1, 'speechiness': 0.0378, 'acousticness': 0.00233, 'instrumentalness': 0.198, 'liveness': 0.171, 'valence': 0.089, 'tempo': 99.989, 'type': 'audio_features', 'id': '4c6jmtvnLX78jTQFmlL6Hu', 'uri': 'spotify:track:4c6jmtvnLX78jTQFmlL6Hu', 'track_href': 'https://api.spotify.com/v1/tracks/4c6jmtvnLX78jTQFmlL6Hu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4c6jmtvnLX78jTQFmlL6Hu', 'duration_ms': 213531, 'time_signature': 4}]"
345,Fireball,['Deep Purple'],"[{'danceability': 0.534, 'energy': 0.908, 'key': 11, 'loudness': -11.254, 'mode': 0, 'speechiness': 0.0626, 'acousticness': 0.00203, 'instrumentalness': 0.000509, 'liveness': 0.136, 'valence': 0.742, 'tempo': 121.13, 'type': 'audio_features', 'id': '1kgMmFE3YdaxnSg4WyaWsx', 'uri': 'spotify:track:1kgMmFE3YdaxnSg4WyaWsx', 'track_href': 'https://api.spotify.com/v1/tracks/1kgMmFE3YdaxnSg4WyaWsx', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1kgMmFE3YdaxnSg4WyaWsx', 'duration_ms': 204667, 'time_signature': 4}]"
346,Fireball,['Bob Mould'],"[{'danceability': 0.353, 'energy': 0.908, 'key': 6, 'loudness': -6.128, 'mode': 0, 'speechiness': 0.0563, 'acousticness': 1.62e-05, 'instrumentalness': 0.319, 'liveness': 0.357, 'valence': 0.41, 'tempo': 102.931, 'type': 'audio_features', 'id': '7zddGCPZcO6AIThAnsx2OD', 'uri': 'spotify:track:7zddGCPZcO6AIThAnsx2OD', 'track_href': 'https://api.spotify.com/v1/tracks/7zddGCPZcO6AIThAnsx2OD', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7zddGCPZcO6AIThAnsx2OD', 'duration_ms': 99890, 'time_signature': 4}]"
347,Fireball,['Amaranthe'],"[{'danceability': 0.522, 'energy': 0.97, 'key': 11, 'loudness': -5.243, 'mode': 0, 'speechiness': 0.0964, 'acousticness': 0.000291, 'instrumentalness': 1.41e-06, 'liveness': 0.38, 'valence': 0.586, 'tempo': 140.022, 'type': 'audio_features', 'id': '5EyCzF2ciypx9anKKNMFPm', 'uri': 'spotify:track:5EyCzF2ciypx9anKKNMFPm', 'track_href': 'https://api.spotify.com/v1/tracks/5EyCzF2ciypx9anKKNMFPm', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5EyCzF2ciypx9anKKNMFPm', 'duration_ms': 194613, 'time_signature': 4}]"
348,Fireball (feat. Broken Back),"['Synapson', 'Broken Back']","[{'danceability': 0.83, 'energy': 0.677, 'key': 6, 'loudness': -6.012, 'mode': 0, 'speechiness': 0.0945, 'acousticness': 0.224, 'instrumentalness': 4.71e-06, 'liveness': 0.0438, 'valence': 0.615, 'tempo': 120.004, 'type': 'audio_features', 'id': '5znEiVKJITQ1JProGoHht6', 'uri': 'spotify:track:5znEiVKJITQ1JProGoHht6', 'track_href': 'https://api.spotify.com/v1/tracks/5znEiVKJITQ1JProGoHht6', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5znEiVKJITQ1JProGoHht6', 'duration_ms': 190000, 'time_signature': 4}]"
349,Fireball,['Giada Frye'],"[{'danceability': 0.662, 'energy': 0.541, 'key': 1, 'loudness': -14.617, 'mode': 1, 'speechiness': 0.0334, 'acousticness': 0.0762, 'instrumentalness': 0.894, 'liveness': 0.111, 'valence': 0.164, 'tempo': 144.744, 'type': 'audio_features', 'id': '68tzZUadGo2TDbciwn2j9f', 'uri': 'spotify:track:68tzZUadGo2TDbciwn2j9f', 'track_href': 'https://api.spotify.com/v1/tracks/68tzZUadGo2TDbciwn2j9f', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/68tzZUadGo2TDbciwn2j9f', 'duration_ms': 154058, 'time_signature': 3}]"
350,Fireball,['Rockabye Baby!'],"[{'danceability': 0.782, 'energy': 0.219, 'key': 10, 'loudness': -16.505, 'mode': 1, 'speechiness': 0.285, 'acousticness': 0.9, 'instrumentalness': 0.164, 'liveness': 0.0893, 'valence': 0.573, 'tempo': 123.019, 'type': 'audio_features', 'id': '1PCWNFZMELzJPmhglsGQV2', 'uri': 'spotify:track:1PCWNFZMELzJPmhglsGQV2', 'track_href': 'https://api.spotify.com/v1/tracks/1PCWNFZMELzJPmhglsGQV2', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1PCWNFZMELzJPmhglsGQV2', 'duration_ms': 182613, 'time_signature': 4}]"
351,Fireball - Original,['DEV'],"[{'danceability': 0.692, 'energy': 0.58, 'key': 0, 'loudness': -7.705, 'mode': 0, 'speechiness': 0.209, 'acousticness': 0.414, 'instrumentalness': 5.85e-05, 'liveness': 0.106, 'valence': 0.729, 'tempo': 89.975, 'type': 'audio_features', 'id': '4KmRzNGat7NaXY4mumK04d', 'uri': 'spotify:track:4KmRzNGat7NaXY4mumK04d', 'track_href': 'https://api.spotify.com/v1/tracks/4KmRzNGat7NaXY4mumK04d', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4KmRzNGat7NaXY4mumK04d', 'duration_ms': 187347, 'time_signature': 4}]"
